<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.01.13	05:00:00	1.08198	1.08215	1.08178	1.08179	476	0	0
2021.01.13	06:00:00	1.08181	1.08204	1.08173	1.08182	733	0	0
2021.01.13	07:00:00	1.08182	1.08210	1.08168	1.08188	859	0	0
2021.01.13	08:00:00	1.08185	1.08217	1.08154	1.08192	1912	0	0
2021.01.13	09:00:00	1.08192	1.08213	1.08103	1.08139	2662	0	0
2021.01.13	10:00:00	1.08135	1.08224	1.08119	1.08162	3070	0	0
2021.01.13	11:00:00	1.08162	1.08180	1.08097	1.08164	2203	0	0
2021.01.13	12:00:00	1.08165	1.08187	1.08097	1.08104	2004	0	0
2021.01.13	13:00:00	1.08103	1.08144	1.08098	1.08126	1414	0	0
2021.01.13	14:00:00	1.08127	1.08142	1.08003	1.08034	2622	0	0
2021.01.13	15:00:00	1.08032	1.08042	1.07937	1.07949	2975	0	0
2021.01.13	16:00:00	1.07947	1.07978	1.07839	1.07928	4806	0	0
2021.01.13	17:00:00	1.07930	1.07977	1.07880	1.07895	3671	0	0
2021.01.13	18:00:00	1.07897	1.07959	1.07842	1.07926	3316	0	0
2021.01.13	19:00:00	1.07925	1.07957	1.07897	1.07949	2053	0	0
2021.01.13	20:00:00	1.07947	1.07959	1.07890	1.07921	1577	0	0
2021.01.13	21:00:00	1.07920	1.07934	1.07885	1.07901	1320	0	0
2021.01.13	22:00:00	1.07902	1.07942	1.07879	1.07891	1648	0	0
2021.01.13	23:00:00	1.07855	1.07987	1.07800	1.07889	2222	0	0
2021.01.14	00:00:00	1.07890	1.07952	1.07870	1.07889	4324	0	0
2021.01.14	01:00:00	1.07889	1.07943	1.07874	1.07927	1191	0	0
2021.01.14	02:00:00	1.07926	1.07940	1.07910	1.07928	2085	0	0
2021.01.14	03:00:00	1.07928	1.07966	1.07877	1.07890	3610	0	0
2021.01.14	04:00:00	1.07895	1.07908	1.07858	1.07887	2552	0	0
2021.01.14	05:00:00	1.07886	1.07895	1.07838	1.07851	1592	0	0
2021.01.14	06:00:00	1.07853	1.07862	1.07822	1.07849	2814	0	0
2021.01.14	07:00:00	1.07848	1.07866	1.07829	1.07844	1164	0	0
2021.01.14	08:00:00	1.07844	1.07860	1.07784	1.07806	2101	0	0
2021.01.14	09:00:00	1.07804	1.07847	1.07796	1.07812	2691	0	0
2021.01.14	10:00:00	1.07812	1.07966	1.07807	1.07944	3502	0	0
2021.01.14	11:00:00	1.07944	1.08112	1.07909	1.08047	2720	0	0
2021.01.14	12:00:00	1.08047	1.08105	1.08038	1.08104	2141	0	0
2021.01.14	13:00:00	1.08097	1.08149	1.08018	1.08036	3259	0	0
2021.01.14	14:00:00	1.08037	1.08071	1.07896	1.07910	4821	0	0
2021.01.14	15:00:00	1.07909	1.07959	1.07808	1.07815	3893	0	0
2021.01.14	16:00:00	1.07815	1.07915	1.07810	1.07875	5825	0	0
2021.01.14	17:00:00	1.07885	1.07894	1.07755	1.07815	3939	0	0
2021.01.14	18:00:00	1.07815	1.07870	1.07793	1.07832	3555	0	0
2021.01.14	19:00:00	1.07830	1.07913	1.07827	1.07876	3931	0	0
2021.01.14	20:00:00	1.07876	1.07932	1.07859	1.07921	1699	0	0
2021.01.14	21:00:00	1.07922	1.07932	1.07883	1.07905	1950	0	0
2021.01.14	22:00:00	1.07906	1.07975	1.07900	1.07918	1670	0	0
2021.01.14	23:00:00	1.07892	1.07971	1.07879	1.07895	865	0	0
2021.01.15	00:00:00	1.07968	1.07968	1.07887	1.07940	2287	0	0
2021.01.15	01:00:00	1.07941	1.07963	1.07931	1.07940	1378	0	0
2021.01.15	02:00:00	1.07940	1.07940	1.07896	1.07921	2037	0	0
2021.01.15	03:00:00	1.07923	1.07931	1.07883	1.07913	1177	0	0
2021.01.15	04:00:00	1.07911	1.07969	1.07907	1.07935	1398	0	0
2021.01.15	05:00:00	1.07934	1.07967	1.07914	1.07935	1217	0	0
2021.01.15	06:00:00	1.07934	1.07957	1.07881	1.07944	2515	0	0
2021.01.15	07:00:00	1.07944	1.07958	1.07853	1.07859	1410	0	0
2021.01.15	08:00:00	1.07857	1.07872	1.07758	1.07773	1692	0	0
2021.01.15	09:00:00	1.07772	1.07807	1.07672	1.07719	3985	0	0
2021.01.15	10:00:00	1.07718	1.07780	1.07693	1.07714	2312	0	0
2021.01.15	11:00:00	1.07715	1.07744	1.07637	1.07654	1887	0	0
2021.01.15	12:00:00	1.07654	1.07689	1.07598	1.07603	2009	0	0
2021.01.15	13:00:00	1.07603	1.07680	1.07588	1.07673	2855	0	0
2021.01.15	14:00:00	1.07673	1.07714	1.07599	1.07605	3452	0	0
2021.01.15	15:00:00	1.07605	1.07640	1.07570	1.07600	3438	0	0
2021.01.15	16:00:00	1.07589	1.07668	1.07505	1.07622	5840	0	0
2021.01.15	17:00:00	1.07622	1.07654	1.07587	1.07611	3173	0	0
2021.01.15	18:00:00	1.07612	1.07643	1.07587	1.07628	2342	0	0
2021.01.15	19:00:00	1.07629	1.07642	1.07601	1.07627	2177	0	0
2021.01.15	20:00:00	1.07627	1.07655	1.07610	1.07613	1195	0	0
2021.01.15	21:00:00	1.07612	1.07654	1.07611	1.07640	1313	0	0
2021.01.17	23:00:00	1.07550	1.07634	1.07537	1.07537	76	0	36
2021.01.18	00:00:00	1.07568	1.07709	1.07537	1.07692	2755	0	0
2021.01.18	01:00:00	1.07688	1.07702	1.07619	1.07640	1671	0	0
2021.01.18	02:00:00	1.07641	1.07651	1.07618	1.07625	1827	0	0
2021.01.18	03:00:00	1.07626	1.07667	1.07614	1.07643	1557	0	0
2021.01.18	04:00:00	1.07643	1.07652	1.07610	1.07621	1099	0	0
2021.01.18	05:00:00	1.07621	1.07668	1.07618	1.07657	2034	0	0
2021.01.18	06:00:00	1.07656	1.07665	1.07609	1.07656	1598	0	0
2021.01.18	07:00:00	1.07657	1.07688	1.07628	1.07670	901	0	0
2021.01.18	08:00:00	1.07669	1.07693	1.07617	1.07620	2102	0	0
2021.01.18	09:00:00	1.07619	1.07662	1.07599	1.07643	3364	0	0
2021.01.18	10:00:00	1.07644	1.07703	1.07518	1.07520	3544	0	0
2021.01.18	11:00:00	1.07520	1.07616	1.07489	1.07491	2050	0	0
2021.01.18	12:00:00	1.07490	1.07538	1.07390	1.07440	2481	0	0
2021.01.18	13:00:00	1.07439	1.07483	1.07422	1.07453	1509	0	0
2021.01.18	14:00:00	1.07453	1.07561	1.07442	1.07532	1618	0	0
2021.01.18	15:00:00	1.07532	1.07581	1.07518	1.07546	1464	0	0
2021.01.18	16:00:00	1.07545	1.07608	1.07496	1.07529	1420	0	0
2021.01.18	17:00:00	1.07529	1.07583	1.07524	1.07561	1931	0	0
2021.01.18	18:00:00	1.07561	1.07620	1.07553	1.07613	898	0	0
2021.01.18	19:00:00	1.07614	1.07621	1.07565	1.07574	1693	0	0
2021.01.18	20:00:00	1.07574	1.07612	1.07569	1.07590	4822	0	0
2021.01.18	21:00:00	1.07602	1.07615	1.07576	1.07579	1473	0	0
2021.01.18	22:00:00	1.07579	1.07641	1.07539	1.07541	5216	0	0
2021.01.18	23:00:00	1.07517	1.07671	1.07516	1.07556	67	0	0
2021.01.19	00:00:00	1.07621	1.07621	1.07561	1.07602	960	0	0
2021.01.19	01:00:00	1.07602	1.07675	1.07595	1.07660	1394	0	0
2021.01.19	02:00:00	1.07660	1.07720	1.07656	1.07683	2573	0	0
2021.01.19	03:00:00	1.07683	1.07727	1.07676	1.07717	1328	0	0
2021.01.19	04:00:00	1.07718	1.07747	1.07707	1.07742	1592	0	0
2021.01.19	05:00:00	1.07741	1.07766	1.07738	1.07748	592	0	0
2021.01.19	06:00:00	1.07749	1.07770	1.07741	1.07764	796	0	0
2021.01.19	07:00:00	1.07765	1.07775	1.07733	1.07744	990	0	0
2021.01.19	08:00:00	1.07744	1.07816	1.07701	1.07759	2532	0	0
2021.01.19	09:00:00	1.07758	1.07778	1.07656	1.07718	3312	0	0
2021.01.19	10:00:00	1.07717	1.07738	1.07606	1.07620	2880	0	0
2021.01.19	11:00:00	1.07620	1.07680	1.07559	1.07591	3415	0	0
2021.01.19	12:00:00	1.07591	1.07710	1.07590	1.07693	2328	0	0
2021.01.19	13:00:00	1.07694	1.07741	1.07656	1.07681	2292	0	0
2021.01.19	14:00:00	1.07682	1.07704	1.07597	1.07686	3437	0	0
2021.01.19	15:00:00	1.07687	1.07742	1.07668	1.07693	3062	0	0
2021.01.19	16:00:00	1.07693	1.07746	1.07646	1.07738	3194	0	0
2021.01.19	17:00:00	1.07739	1.07768	1.07682	1.07759	3119	0	0
2021.01.19	18:00:00	1.07760	1.07780	1.07719	1.07752	1579	0	0
2021.01.19	19:00:00	1.07753	1.07799	1.07722	1.07777	1621	0	0
2021.01.19	20:00:00	1.07776	1.07814	1.07742	1.07743	915	0	0
2021.01.19	21:00:00	1.07742	1.07784	1.07742	1.07752	871	0	0
2021.01.19	22:00:00	1.07751	1.07787	1.07738	1.07768	1103	0	0
2021.01.19	23:00:00	1.07741	1.07816	1.07679	1.07735	414	0	0
2021.01.20	00:00:00	1.07737	1.07815	1.07733	1.07803	2319	0	0
2021.01.20	01:00:00	1.07801	1.07825	1.07775	1.07792	2590	0	0
2021.01.20	02:00:00	1.07791	1.07808	1.07778	1.07784	1169	0	0
2021.01.20	03:00:00	1.07783	1.07832	1.07780	1.07795	1146	0	0
2021.01.20	04:00:00	1.07800	1.07820	1.07783	1.07803	1130	0	0
2021.01.20	05:00:00	1.07802	1.07814	1.07774	1.07799	1287	0	0
2021.01.20	06:00:00	1.07799	1.07838	1.07798	1.07823	1252	0	0
2021.01.20	07:00:00	1.07823	1.07896	1.07821	1.07891	1638	0	0
2021.01.20	08:00:00	1.07888	1.07926	1.07826	1.07862	2365	0	0
2021.01.20	09:00:00	1.07861	1.07898	1.07690	1.07767	3528	0	0
2021.01.20	10:00:00	1.07768	1.07817	1.07698	1.07765	3237	0	0
2021.01.20	11:00:00	1.07764	1.07814	1.07728	1.07774	3493	0	0
2021.01.20	12:00:00	1.07775	1.07813	1.07751	1.07759	2284	0	0
2021.01.20	13:00:00	1.07763	1.07792	1.07733	1.07748	2592	0	0
2021.01.20	14:00:00	1.07741	1.07809	1.07727	1.07772	3834	0	0
2021.01.20	15:00:00	1.07770	1.07824	1.07709	1.07738	3603	0	0
2021.01.20	16:00:00	1.07738	1.07826	1.07666	1.07771	4817	0	0
2021.01.20	17:00:00	1.07771	1.07794	1.07708	1.07757	3045	0	0
2021.01.20	18:00:00	1.07756	1.07795	1.07741	1.07777	1878	0	0
2021.01.20	19:00:00	1.07778	1.07787	1.07740	1.07753	1200	0	0
2021.01.20	20:00:00	1.07753	1.07756	1.07707	1.07730	1433	0	0
2021.01.20	21:00:00	1.07730	1.07736	1.07664	1.07683	1795	0	0
2021.01.20	22:00:00	1.07684	1.07728	1.07674	1.07697	1436	0	0
2021.01.20	23:00:00	1.07660	1.07770	1.07649	1.07665	460	0	0
2021.01.21	00:00:00	1.07657	1.07768	1.07657	1.07741	898	0	0
2021.01.21	01:00:00	1.07740	1.07777	1.07710	1.07767	1210	0	0
2021.01.21	02:00:00	1.07766	1.07797	1.07758	1.07766	1747	0	0
2021.01.21	03:00:00	1.07765	1.07801	1.07765	1.07780	1147	0	0
2021.01.21	04:00:00	1.07780	1.07802	1.07767	1.07789	1366	0	0
2021.01.21	05:00:00	1.07789	1.07822	1.07789	1.07814	1092	0	0
2021.01.21	06:00:00	1.07803	1.07843	1.07803	1.07830	916	0	0
2021.01.21	07:00:00	1.07830	1.07837	1.07801	1.07809	1645	0	0
2021.01.21	08:00:00	1.07809	1.07867	1.07775	1.07802	2795	0	0
2021.01.21	09:00:00	1.07803	1.07805	1.07565	1.07639	4016	0	0
2021.01.21	10:00:00	1.07639	1.07755	1.07601	1.07748	3541	0	0
2021.01.21	11:00:00	1.07747	1.07764	1.07666	1.07741	2109	0	0
2021.01.21	12:00:00	1.07741	1.07764	1.07629	1.07650	2328	0	0
2021.01.21	13:00:00	1.07650	1.07742	1.07644	1.07677	3860	0	0
2021.01.21	14:00:00	1.07678	1.07793	1.07659	1.07772	8620	0	0
2021.01.21	15:00:00	1.07775	1.07835	1.07599	1.07623	5359	0	0
2021.01.21	16:00:00	1.07622	1.07712	1.07622	1.07677	4574	0	0
2021.01.21	17:00:00	1.07677	1.07705	1.07627	1.07702	2510	0	0
2021.01.21	18:00:00	1.07703	1.07717	1.07645	1.07676	2107	0	0
2021.01.21	19:00:00	1.07676	1.07704	1.07645	1.07659	1526	0	0
2021.01.21	20:00:00	1.07659	1.07689	1.07644	1.07647	1880	0	0
2021.01.21	21:00:00	1.07647	1.07719	1.07643	1.07695	1193	0	0
2021.01.21	22:00:00	1.07694	1.07725	1.07680	1.07707	1265	0	0
2021.01.21	23:00:00	1.07657	1.07753	1.07609	1.07673	244	0	0
2021.01.22	00:00:00	1.07674	1.07728	1.07666	1.07711	1917	0	0
2021.01.22	01:00:00	1.07711	1.07753	1.07685	1.07716	1364	0	0
2021.01.22	02:00:00	1.07717	1.07756	1.07699	1.07751	1469	0	0
2021.01.22	03:00:00	1.07751	1.07752	1.07707	1.07743	1891	0	0
2021.01.22	04:00:00	1.07737	1.07738	1.07689	1.07724	835	0	0
2021.01.22	05:00:00	1.07723	1.07738	1.07714	1.07714	577	0	0
2021.01.22	06:00:00	1.07714	1.07734	1.07705	1.07723	843	0	0
2021.01.22	07:00:00	1.07724	1.07731	1.07689	1.07689	1144	0	0
2021.01.22	08:00:00	1.07688	1.07710	1.07626	1.07644	2257	0	0
2021.01.22	09:00:00	1.07644	1.07760	1.07640	1.07718	4310	0	0
2021.01.22	10:00:00	1.07717	1.07769	1.07690	1.07732	3887	0	0
2021.01.22	11:00:00	1.07731	1.07738	1.07681	1.07703	1972	0	0
