<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.02.18	11:00:00	1.08252	1.08318	1.08250	1.08302	1316	0	0
2021.02.18	12:00:00	1.08300	1.08313	1.08270	1.08299	1116	0	0
2021.02.18	13:00:00	1.08297	1.08306	1.08262	1.08298	1571	0	0
2021.02.18	14:00:00	1.08293	1.08315	1.08260	1.08268	2240	0	0
2021.02.18	15:00:00	1.08267	1.08333	1.08265	1.08294	3447	0	0
2021.02.18	16:00:00	1.08294	1.08343	1.08271	1.08342	3238	0	0
2021.02.18	17:00:00	1.08340	1.08351	1.08307	1.08312	1963	0	0
2021.02.18	18:00:00	1.08312	1.08337	1.08299	1.08300	1446	0	0
2021.02.18	19:00:00	1.08300	1.08321	1.08299	1.08314	1135	0	0
2021.02.18	20:00:00	1.08314	1.08368	1.08309	1.08337	1502	0	0
2021.02.18	21:00:00	1.08330	1.08350	1.08318	1.08320	1211	0	0
2021.02.18	22:00:00	1.08321	1.08369	1.08316	1.08345	1165	0	0
2021.02.18	23:00:00	1.08330	1.08378	1.08309	1.08328	295	0	0
2021.02.19	00:00:00	1.08328	1.08384	1.08324	1.08344	724	0	0
2021.02.19	01:00:00	1.08344	1.08385	1.08339	1.08376	968	0	0
2021.02.19	02:00:00	1.08376	1.08385	1.08345	1.08359	983	0	0
2021.02.19	03:00:00	1.08359	1.08380	1.08344	1.08354	1231	0	0
2021.02.19	04:00:00	1.08355	1.08386	1.08354	1.08385	639	0	0
2021.02.19	05:00:00	1.08386	1.08409	1.08377	1.08382	903	0	0
2021.02.19	06:00:00	1.08389	1.08407	1.08380	1.08399	965	0	0
2021.02.19	07:00:00	1.08398	1.08431	1.08398	1.08407	372	0	0
2021.02.19	08:00:00	1.08410	1.08445	1.08391	1.08419	1338	0	0
2021.02.19	09:00:00	1.08418	1.08458	1.08383	1.08438	2333	0	0
2021.02.19	10:00:00	1.08438	1.08502	1.08416	1.08495	1513	0	0
2021.02.19	11:00:00	1.08496	1.08507	1.08457	1.08492	1278	0	0
2021.02.19	12:00:00	1.08492	1.08541	1.08490	1.08537	1341	0	0
2021.02.19	13:00:00	1.08537	1.08559	1.08494	1.08502	2257	0	0
2021.02.19	14:00:00	1.08503	1.08581	1.08470	1.08527	3254	0	0
2021.02.19	15:00:00	1.08526	1.08560	1.08507	1.08522	1891	0	0
2021.02.19	16:00:00	1.08524	1.08594	1.08507	1.08565	2820	0	0
2021.02.19	17:00:00	1.08566	1.08642	1.08549	1.08590	1834	0	0
2021.02.19	18:00:00	1.08591	1.08710	1.08589	1.08672	1991	0	0
2021.02.19	19:00:00	1.08671	1.08675	1.08616	1.08637	1806	0	0
2021.02.19	20:00:00	1.08638	1.08669	1.08634	1.08642	1083	0	0
2021.02.19	21:00:00	1.08650	1.08654	1.08629	1.08649	914	0	0
2021.02.21	23:00:00	1.08592	1.08730	1.08526	1.08641	427	0	0
2021.02.22	00:00:00	1.08641	1.08749	1.08539	1.08737	1382	0	0
2021.02.22	01:00:00	1.08738	1.08748	1.08696	1.08727	844	0	0
2021.02.22	02:00:00	1.08728	1.08764	1.08721	1.08738	853	0	0
2021.02.22	03:00:00	1.08739	1.08792	1.08739	1.08771	1150	0	0
2021.02.22	04:00:00	1.08770	1.08799	1.08757	1.08791	994	0	0
2021.02.22	05:00:00	1.08792	1.08827	1.08787	1.08826	868	0	0
2021.02.22	06:00:00	1.08827	1.08877	1.08809	1.08856	963	0	0
2021.02.22	07:00:00	1.08856	1.08863	1.08821	1.08852	514	0	0
2021.02.22	08:00:00	1.08855	1.08996	1.08808	1.08991	1607	0	0
2021.02.22	09:00:00	1.08990	1.09162	1.08955	1.09091	4497	0	0
2021.02.22	10:00:00	1.09091	1.09111	1.08875	1.08896	3268	0	0
2021.02.22	11:00:00	1.08895	1.09075	1.08893	1.09040	1837	0	0
2021.02.22	12:00:00	1.09041	1.09083	1.08977	1.08979	2800	0	0
2021.02.22	13:00:00	1.08977	1.08986	1.08877	1.08888	1973	0	0
2021.02.22	14:00:00	1.08888	1.08907	1.08823	1.08867	4076	0	0
2021.02.22	15:00:00	1.08867	1.08899	1.08758	1.08789	3475	0	0
2021.02.22	16:00:00	1.08788	1.08882	1.08756	1.08862	4200	0	0
2021.02.22	17:00:00	1.08862	1.08891	1.08829	1.08884	2327	0	0
2021.02.22	18:00:00	1.08885	1.08935	1.08871	1.08922	2698	0	0
2021.02.22	19:00:00	1.08922	1.09010	1.08922	1.08990	2005	0	0
2021.02.22	20:00:00	1.08989	1.08991	1.08948	1.08960	2037	0	0
2021.02.22	21:00:00	1.08962	1.08968	1.08926	1.08945	2226	0	0
2021.02.22	22:00:00	1.08945	1.08969	1.08921	1.08940	1927	0	0
2021.02.22	23:00:00	1.08877	1.08997	1.08877	1.08942	303	0	0
2021.02.23	00:00:00	1.08943	1.08990	1.08936	1.08964	907	0	0
2021.02.23	01:00:00	1.08963	1.08989	1.08953	1.08974	1432	0	0
2021.02.23	02:00:00	1.08982	1.09000	1.08960	1.08977	1324	0	0
2021.02.23	03:00:00	1.08978	1.08984	1.08951	1.08953	821	0	0
2021.02.23	04:00:00	1.08952	1.08990	1.08938	1.08978	977	0	0
2021.02.23	05:00:00	1.08978	1.08999	1.08977	1.08998	544	0	0
2021.02.23	06:00:00	1.09000	1.09031	1.08997	1.09007	667	0	0
2021.02.23	07:00:00	1.09007	1.09028	1.08990	1.09028	508	0	0
2021.02.23	08:00:00	1.09022	1.09087	1.09014	1.09082	1397	0	0
2021.02.23	09:00:00	1.09082	1.09368	1.09063	1.09285	3667	0	0
2021.02.23	10:00:00	1.09286	1.09490	1.09263	1.09288	3255	0	0
2021.02.23	11:00:00	1.09287	1.09428	1.09285	1.09417	2274	0	0
2021.02.23	12:00:00	1.09417	1.09444	1.09370	1.09419	2130	0	0
2021.02.23	13:00:00	1.09420	1.09421	1.09355	1.09407	2192	0	0
2021.02.23	14:00:00	1.09407	1.09477	1.09380	1.09406	2752	0	0
2021.02.23	15:00:00	1.09407	1.09409	1.09302	1.09385	3736	0	0
2021.02.23	16:00:00	1.09385	1.09479	1.09338	1.09478	5662	0	0
2021.02.23	17:00:00	1.09477	1.09648	1.09463	1.09560	3028	0	0
2021.02.23	18:00:00	1.09557	1.09789	1.09541	1.09783	2474	0	0
2021.02.23	19:00:00	1.09781	1.09845	1.09760	1.09816	2560	0	0
2021.02.23	20:00:00	1.09818	1.09971	1.09799	1.09958	2134	0	0
2021.02.23	21:00:00	1.09958	1.09975	1.09937	1.09940	2500	0	0
2021.02.23	22:00:00	1.09940	1.09993	1.09937	1.09974	1725	0	0
2021.02.23	23:00:00	1.09747	1.09990	1.09623	1.09937	540	0	0
2021.02.24	00:00:00	1.09937	1.10006	1.09888	1.10006	1962	0	0
2021.02.24	01:00:00	1.10006	1.10080	1.09987	1.10073	1842	0	0
2021.02.24	02:00:00	1.10072	1.10170	1.10064	1.10142	4820	0	0
2021.02.24	03:00:00	1.10135	1.10142	1.10048	1.10108	3367	0	0
2021.02.24	04:00:00	1.10109	1.10144	1.10091	1.10135	2698	0	0
2021.02.24	05:00:00	1.10134	1.10161	1.10102	1.10153	2711	0	0
2021.02.24	06:00:00	1.10153	1.10167	1.10102	1.10153	2192	0	0
2021.02.24	07:00:00	1.10152	1.10212	1.10094	1.10102	1614	0	0
2021.02.24	08:00:00	1.10102	1.10205	1.10101	1.10107	2184	0	0
2021.02.24	09:00:00	1.10108	1.10569	1.10022	1.10489	7106	0	0
2021.02.24	10:00:00	1.10489	1.10497	1.10272	1.10290	3555	0	0
2021.02.24	11:00:00	1.10290	1.10378	1.10110	1.10377	3423	0	0
2021.02.24	12:00:00	1.10374	1.10446	1.10289	1.10359	4376	0	0
2021.02.24	13:00:00	1.10357	1.10409	1.10305	1.10351	3019	0	0
2021.02.24	14:00:00	1.10350	1.10361	1.10073	1.10132	7201	0	0
2021.02.24	15:00:00	1.10133	1.10285	1.10108	1.10214	5251	0	0
2021.02.24	16:00:00	1.10212	1.10238	1.10087	1.10205	7583	0	0
2021.02.24	17:00:00	1.10205	1.10247	1.10167	1.10180	4584	0	0
2021.02.24	18:00:00	1.10181	1.10213	1.10150	1.10203	2566	0	0
2021.02.24	19:00:00	1.10203	1.10236	1.10178	1.10235	1637	0	0
2021.02.24	20:00:00	1.10235	1.10275	1.10210	1.10266	1758	0	0
2021.02.24	21:00:00	1.10265	1.10348	1.10239	1.10338	1905	0	0
2021.02.24	22:00:00	1.10338	1.10360	1.10295	1.10320	2027	0	0
2021.02.24	23:00:00	1.10254	1.10322	1.10204	1.10282	1805	0	0
2021.02.25	00:00:00	1.10282	1.10363	1.10279	1.10346	4186	0	0
2021.02.25	01:00:00	1.10338	1.10359	1.10292	1.10309	2376	0	0
2021.02.25	02:00:00	1.10309	1.10340	1.10289	1.10322	4159	0	0
2021.02.25	03:00:00	1.10324	1.10333	1.10254	1.10258	1688	0	0
2021.02.25	04:00:00	1.10256	1.10326	1.10251	1.10309	1679	0	0
2021.02.25	05:00:00	1.10310	1.10347	1.10310	1.10324	1486	0	0
2021.02.25	06:00:00	1.10324	1.10371	1.10319	1.10338	1730	0	0
2021.02.25	07:00:00	1.10337	1.10381	1.10287	1.10358	1140	0	0
2021.02.25	08:00:00	1.10359	1.10401	1.10290	1.10395	2263	0	0
2021.02.25	09:00:00	1.10395	1.10469	1.10349	1.10403	3504	0	0
2021.02.25	10:00:00	1.10403	1.10754	1.10369	1.10725	5381	0	0
2021.02.25	11:00:00	1.10728	1.10977	1.10669	1.10718	5351	0	0
2021.02.25	12:00:00	1.10718	1.10799	1.10657	1.10787	4888	0	0
2021.02.25	13:00:00	1.10787	1.10868	1.10751	1.10811	4353	0	0
2021.02.25	14:00:00	1.10810	1.10876	1.10712	1.10725	6447	0	0
2021.02.25	15:00:00	1.10727	1.10778	1.10621	1.10654	5666	0	0
2021.02.25	16:00:00	1.10656	1.10666	1.10397	1.10439	6565	0	0
2021.02.25	17:00:00	1.10440	1.10533	1.10370	1.10470	4187	0	0
2021.02.25	18:00:00	1.10470	1.10582	1.10461	1.10495	4729	0	0
2021.02.25	19:00:00	1.10495	1.10529	1.10139	1.10200	11245	0	0
2021.02.25	20:00:00	1.10200	1.10290	1.10184	1.10246	4637	0	0
2021.02.25	21:00:00	1.10246	1.10303	1.10209	1.10239	4908	0	0
2021.02.25	22:00:00	1.10238	1.10261	1.10134	1.10172	3603	0	0
2021.02.25	23:00:00	1.10102	1.10283	1.10086	1.10144	19285	0	0
2021.02.26	00:00:00	1.10147	1.10253	1.10058	1.10116	8833	0	0
2021.02.26	01:00:00	1.10113	1.10188	1.10022	1.10072	5873	0	0
2021.02.26	02:00:00	1.10062	1.10138	1.10038	1.10121	6512	0	0
2021.02.26	03:00:00	1.10121	1.10162	1.10100	1.10119	3037	0	0
2021.02.26	04:00:00	1.10119	1.10123	1.10061	1.10084	2761	0	0
2021.02.26	05:00:00	1.10085	1.10130	1.10059	1.10122	3686	0	0
2021.02.26	06:00:00	1.10123	1.10142	1.10062	1.10068	2663	0	0
2021.02.26	07:00:00	1.10068	1.10081	1.09942	1.10035	2169	0	0
2021.02.26	08:00:00	1.10034	1.10050	1.09716	1.09751	5983	0	0
2021.02.26	09:00:00	1.09750	1.09991	1.09739	1.09861	5757	0	0
2021.02.26	10:00:00	1.09861	1.09871	1.09561	1.09636	4723	0	0
2021.02.26	11:00:00	1.09636	1.09795	1.09623	1.09717	4304	0	0
2021.02.26	12:00:00	1.09717	1.09774	1.09569	1.09691	6580	0	0
2021.02.26	13:00:00	1.09691	1.09810	1.09641	1.09780	7726	0	0
2021.02.26	14:00:00	1.09792	1.09870	1.09764	1.09835	6617	0	0
2021.02.26	15:00:00	1.09836	1.09917	1.09749	1.09818	6015	0	0
2021.02.26	16:00:00	1.09819	1.09944	1.09718	1.09913	9984	0	0
2021.02.26	17:00:00	1.09913	1.09990	1.09746	1.09953	6951	0	0
2021.02.26	18:00:00	1.09953	1.09961	1.09859	1.09904	3318	0	0
2021.02.26	19:00:00	1.09904	1.09944	1.09825	1.09860	3943	0	0
2021.02.26	20:00:00	1.09860	1.09874	1.09794	1.09799	1971	0	0
2021.02.26	21:00:00	1.09806	1.09875	1.09735	1.09746	3512	0	0
2021.02.28	23:00:00	1.09669	1.09725	1.09541	1.09575	1052	0	25
2021.03.01	00:00:00	1.09575	1.09753	1.09534	1.09703	4777	0	0
2021.03.01	01:00:00	1.09704	1.09810	1.09695	1.09749	4137	0	0
2021.03.01	02:00:00	1.09749	1.09808	1.09738	1.09762	3731	0	0
2021.03.01	03:00:00	1.09774	1.09800	1.09757	1.09759	3239	0	0
2021.03.01	04:00:00	1.09760	1.09774	1.09703	1.09730	2781	0	0
2021.03.01	05:00:00	1.09729	1.09769	1.09713	1.09762	2221	0	0
2021.03.01	06:00:00	1.09762	1.09799	1.09734	1.09782	2605	0	0
2021.03.01	07:00:00	1.09782	1.09814	1.09767	1.09802	1816	0	0
2021.03.01	08:00:00	1.09803	1.09879	1.09752	1.09862	3553	0	0
2021.03.01	09:00:00	1.09863	1.09879	1.09728	1.09743	6188	0	0
2021.03.01	10:00:00	1.09742	1.09805	1.09630	1.09755	4326	0	0
2021.03.01	11:00:00	1.09745	1.10096	1.09742	1.10070	4580	0	0
2021.03.01	12:00:00	1.10069	1.10167	1.09894	1.09926	4780	0	0
2021.03.01	13:00:00	1.09926	1.10149	1.09903	1.10132	4325	0	0
2021.03.01	14:00:00	1.10133	1.10206	1.10110	1.10193	3671	0	0
2021.03.01	15:00:00	1.10193	1.10234	1.10043	1.10142	6346	0	0
2021.03.01	16:00:00	1.10148	1.10215	1.10075	1.10110	7591	0	0
2021.03.01	17:00:00	1.10110	1.10174	1.10022	1.10153	4604	0	0
2021.03.01	18:00:00	1.10152	1.10203	1.10136	1.10140	5506	0	0
2021.03.01	19:00:00	1.10142	1.10289	1.10131	1.10259	3027	0	0
2021.03.01	20:00:00	1.10259	1.10314	1.10235	1.10235	2380	0	0
2021.03.01	21:00:00	1.10235	1.10249	1.10179	1.10195	2778	0	0
2021.03.01	22:00:00	1.10196	1.10239	1.10183	1.10220	1641	0	0
2021.03.01	23:00:00	1.10227	1.10267	1.10155	1.10210	894	0	0
2021.03.02	00:00:00	1.10206	1.10263	1.10167	1.10241	1557	0	0
2021.03.02	01:00:00	1.10238	1.10252	1.10202	1.10206	2144	0	0
2021.03.02	02:00:00	1.10207	1.10236	1.10163	1.10187	2668	0	0
2021.03.02	03:00:00	1.10187	1.10202	1.10088	1.10097	3984	0	0
2021.03.02	04:00:00	1.10095	1.10128	1.10067	1.10092	3715	0	0
2021.03.02	05:00:00	1.10092	1.10116	1.10069	1.10076	2005	0	0
2021.03.02	06:00:00	1.10075	1.10134	1.10067	1.10111	2259	0	0
2021.03.02	07:00:00	1.10111	1.10136	1.10097	1.10111	1528	0	0
2021.03.02	08:00:00	1.10110	1.10125	1.10031	1.10090	3999	0	0
2021.03.02	09:00:00	1.10090	1.10372	1.10070	1.10292	10265	0	0
2021.03.02	10:00:00	1.10290	1.10340	1.10200	1.10275	5674	0	0
2021.03.02	11:00:00	1.10274	1.10407	1.10269	1.10398	4059	0	0
2021.03.02	12:00:00	1.10398	1.10442	1.10297	1.10368	4236	0	0
2021.03.02	13:00:00	1.10369	1.10492	1.10357	1.10490	4893	0	0
2021.03.02	14:00:00	1.10490	1.10520	1.10374	1.10427	6175	0	0
2021.03.02	15:00:00	1.10429	1.10548	1.10294	1.10310	5302	0	0
2021.03.02	16:00:00	1.10310	1.10388	1.10260	1.10345	4851	0	0
2021.03.02	17:00:00	1.10347	1.10479	1.10333	1.10408	4326	0	0
2021.03.02	18:00:00	1.10408	1.10431	1.10393	1.10423	2182	0	0
2021.03.02	19:00:00	1.10425	1.10534	1.10424	1.10528	1658	0	0
2021.03.02	20:00:00	1.10529	1.10546	1.10451	1.10468	1484	0	0
2021.03.02	21:00:00	1.10470	1.10550	1.10455	1.10549	1674	0	0
2021.03.02	22:00:00	1.10555	1.10574	1.10526	1.10563	1853	0	0
2021.03.02	23:00:00	1.10552	1.10611	1.10490	1.10567	517	0	0
2021.03.03	00:00:00	1.10566	1.10617	1.10517	1.10587	1847	0	0
2021.03.03	01:00:00	1.10585	1.10612	1.10557	1.10585	2226	0	0
2021.03.03	02:00:00	1.10585	1.10654	1.10577	1.10642	2154	0	0
2021.03.03	03:00:00	1.10642	1.10646	1.10600	1.10609	1775	0	0
2021.03.03	04:00:00	1.10608	1.10629	1.10585	1.10606	918	0	0
2021.03.03	05:00:00	1.10605	1.10649	1.10605	1.10624	821	0	0
2021.03.03	06:00:00	1.10624	1.10647	1.10591	1.10592	1048	0	0
2021.03.03	07:00:00	1.10593	1.10601	1.10561	1.10586	1431	0	0
2021.03.03	08:00:00	1.10585	1.10701	1.10558	1.10578	3517	0	0
2021.03.03	09:00:00	1.10580	1.10802	1.10550	1.10742	4903	0	0
2021.03.03	10:00:00	1.10742	1.10873	1.10650	1.10764	6328	0	0
2021.03.03	11:00:00	1.10763	1.10786	1.10676	1.10700	4469	0	0
2021.03.03	12:00:00	1.10701	1.10777	1.10680	1.10715	5060	0	0
2021.03.03	13:00:00	1.10715	1.10716	1.10653	1.10675	3605	0	0
2021.03.03	14:00:00	1.10674	1.10709	1.10549	1.10583	6601	0	0
2021.03.03	15:00:00	1.10583	1.10696	1.10571	1.10683	5128	0	0
2021.03.03	16:00:00	1.10683	1.10776	1.10638	1.10746	7023	0	0
2021.03.03	17:00:00	1.10747	1.10845	1.10728	1.10834	3653	0	0
2021.03.03	18:00:00	1.10834	1.10880	1.10796	1.10857	1572	0	0
2021.03.03	19:00:00	1.10857	1.10936	1.10842	1.10904	1618	0	0
2021.03.03	20:00:00	1.10903	1.10993	1.10875	1.10960	2218	0	0
2021.03.03	21:00:00	1.10959	1.10963	1.10880	1.10954	1484	0	0
2021.03.03	22:00:00	1.10953	1.10981	1.10929	1.10962	1403	0	0
2021.03.03	23:00:00	1.10947	1.10979	1.10861	1.10920	8460	0	0
2021.03.04	00:00:00	1.10917	1.10967	1.10798	1.10829	2378	0	0
2021.03.04	01:00:00	1.10829	1.10913	1.10828	1.10864	1905	0	0
2021.03.04	02:00:00	1.10864	1.10892	1.10825	1.10891	1505	0	0
2021.03.04	03:00:00	1.10891	1.10908	1.10825	1.10832	915	0	0
2021.03.04	04:00:00	1.10832	1.10845	1.10801	1.10804	889	0	0
2021.03.04	05:00:00	1.10804	1.10813	1.10754	1.10783	1791	0	0
2021.03.04	06:00:00	1.10783	1.10848	1.10771	1.10834	1692	0	0
2021.03.04	07:00:00	1.10834	1.10876	1.10833	1.10858	1387	0	0
2021.03.04	08:00:00	1.10859	1.10969	1.10807	1.10961	2336	0	0
2021.03.04	09:00:00	1.10961	1.11198	1.10884	1.11106	5713	0	0
2021.03.04	10:00:00	1.11105	1.11179	1.10994	1.11054	3901	0	0
2021.03.04	11:00:00	1.11054	1.11255	1.10997	1.11252	3004	0	0
2021.03.04	12:00:00	1.11251	1.11418	1.11227	1.11230	3938	0	0
2021.03.04	13:00:00	1.11231	1.11239	1.11130	1.11151	2350	0	0
2021.03.04	14:00:00	1.11150	1.11224	1.11097	1.11208	2744	0	0
2021.03.04	15:00:00	1.11209	1.11302	1.11149	1.11259	3654	0	0
2021.03.04	16:00:00	1.11259	1.11411	1.11247	1.11388	5841	0	0
2021.03.04	17:00:00	1.11387	1.11520	1.11372	1.11505	4405	0	0
2021.03.04	18:00:00	1.11505	1.11515	1.11352	1.11373	7002	0	0
2021.03.04	19:00:00	1.11372	1.11386	1.11238	1.11272	4854	0	0
2021.03.04	20:00:00	1.11272	1.11303	1.11194	1.11209	3396	0	0
2021.03.04	21:00:00	1.11209	1.11267	1.11191	1.11262	4948	0	0
2021.03.04	22:00:00	1.11262	1.11281	1.11197	1.11200	2923	0	0
2021.03.04	23:00:00	1.11176	1.11307	1.11137	1.11209	906	0	0
2021.03.05	00:00:00	1.11209	1.11268	1.11177	1.11210	2089	0	0
2021.03.05	01:00:00	1.11206	1.11231	1.11128	1.11139	2319	0	0
2021.03.05	02:00:00	1.11139	1.11156	1.11067	1.11102	2985	0	0
2021.03.05	03:00:00	1.11101	1.11114	1.11054	1.11110	2168	0	0
2021.03.05	04:00:00	1.11109	1.11115	1.11071	1.11094	3191	0	0
2021.03.05	05:00:00	1.11094	1.11109	1.11062	1.11085	2497	0	0
2021.03.05	06:00:00	1.11086	1.11116	1.11068	1.11113	2304	0	0
2021.03.05	07:00:00	1.11113	1.11151	1.11053	1.11122	1811	0	0
2021.03.05	08:00:00	1.11121	1.11177	1.11077	1.11124	2971	0	0
2021.03.05	09:00:00	1.11123	1.11147	1.10903	1.10917	6096	0	0
2021.03.05	10:00:00	1.10917	1.10970	1.10777	1.10853	4890	0	0
2021.03.05	11:00:00	1.10856	1.10950	1.10798	1.10801	3521	0	0
2021.03.05	12:00:00	1.10801	1.10822	1.10713	1.10765	2962	0	0
2021.03.05	13:00:00	1.10765	1.10791	1.10551	1.10579	3516	0	0
2021.03.05	14:00:00	1.10578	1.10756	1.10546	1.10658	10865	0	0
2021.03.05	15:00:00	1.10658	1.10757	1.10575	1.10717	8024	0	0
2021.03.05	16:00:00	1.10717	1.10924	1.10682	1.10902	6839	0	0
2021.03.05	17:00:00	1.10902	1.11019	1.10845	1.10859	5161	0	0
2021.03.05	18:00:00	1.10861	1.10918	1.10824	1.10914	2433	0	0
2021.03.05	19:00:00	1.10915	1.10927	1.10830	1.10841	2753	0	0
2021.03.05	20:00:00	1.10846	1.10901	1.10833	1.10889	2381	0	0
2021.03.05	21:00:00	1.10891	1.10949	1.10850	1.10932	2073	0	0
2021.03.07	23:00:00	1.10742	1.11031	1.10692	1.10846	2348	0	0
2021.03.08	00:00:00	1.10846	1.11053	1.10718	1.10933	4850	0	0
2021.03.08	01:00:00	1.10925	1.10951	1.10895	1.10925	1434	0	0
2021.03.08	02:00:00	1.10926	1.10998	1.10916	1.10996	2112	0	0
2021.03.08	03:00:00	1.10993	1.11001	1.10884	1.10921	1441	0	0
2021.03.08	04:00:00	1.10922	1.10924	1.10874	1.10895	1223	0	0
2021.03.08	05:00:00	1.10885	1.10928	1.10869	1.10916	1567	0	0
2021.03.08	06:00:00	1.10917	1.10990	1.10915	1.10981	1690	0	0
2021.03.08	07:00:00	1.10983	1.11009	1.10870	1.10881	1781	0	0
2021.03.08	08:00:00	1.10880	1.10957	1.10789	1.10856	3164	0	0
2021.03.08	09:00:00	1.10857	1.11007	1.10771	1.10998	4185	0	0
2021.03.08	10:00:00	1.10999	1.11006	1.10819	1.10831	3697	0	0
2021.03.08	11:00:00	1.10833	1.10878	1.10774	1.10877	2183	0	0
2021.03.08	12:00:00	1.10877	1.10912	1.10828	1.10850	2290	0	0
2021.03.08	13:00:00	1.10850	1.10934	1.10767	1.10908	3628	0	0
2021.03.08	14:00:00	1.10908	1.10912	1.10827	1.10867	5564	0	0
2021.03.08	15:00:00	1.10867	1.10932	1.10786	1.10910	4845	0	0
2021.03.08	16:00:00	1.10911	1.10976	1.10854	1.10946	6349	0	0
2021.03.08	17:00:00	1.10945	1.10990	1.10837	1.10847	3843	0	0
2021.03.08	18:00:00	1.10848	1.10931	1.10836	1.10918	3224	0	0
2021.03.08	19:00:00	1.10918	1.10942	1.10855	1.10867	2459	0	0
2021.03.08	20:00:00	1.10867	1.10915	1.10855	1.10885	1593	0	0
2021.03.08	21:00:00	1.10884	1.10917	1.10860	1.10911	1351	0	0
2021.03.08	22:00:00	1.10910	1.10991	1.10877	1.10970	1329	0	0
2021.03.08	23:00:00	1.10852	1.11001	1.10817	1.10914	5352	0	0
2021.03.09	00:00:00	1.10918	1.10977	1.10904	1.10939	933	0	0
2021.03.09	01:00:00	1.10939	1.10988	1.10933	1.10946	2475	0	0
2021.03.09	02:00:00	1.10946	1.11000	1.10939	1.10962	2119	0	0
2021.03.09	03:00:00	1.10962	1.11046	1.10962	1.11024	2626	0	0
2021.03.09	04:00:00	1.11024	1.11038	1.10973	1.11005	2005	0	0
2021.03.09	05:00:00	1.11005	1.11025	1.10963	1.10976	1334	0	0
2021.03.09	06:00:00	1.10976	1.11006	1.10947	1.10947	765	0	0
2021.03.09	07:00:00	1.10947	1.10992	1.10929	1.10956	1136	0	0
2021.03.09	08:00:00	1.10956	1.11017	1.10922	1.10974	3743	0	0
2021.03.09	09:00:00	1.10976	1.11190	1.10941	1.11097	4414	0	0
2021.03.09	10:00:00	1.11097	1.11190	1.11073	1.11092	3903	0	0
2021.03.09	11:00:00	1.11091	1.11106	1.10794	1.10876	4831	0	0
2021.03.09	12:00:00	1.10875	1.10933	1.10817	1.10839	3126	0	0
2021.03.09	13:00:00	1.10839	1.10855	1.10679	1.10717	3381	0	0
2021.03.09	14:00:00	1.10716	1.10794	1.10666	1.10762	3502	0	0
2021.03.09	15:00:00	1.10762	1.10821	1.10668	1.10675	4854	0	0
2021.03.09	16:00:00	1.10676	1.10737	1.10555	1.10583	5936	0	0
2021.03.09	17:00:00	1.10583	1.10648	1.10418	1.10445	4246	0	0
2021.03.09	18:00:00	1.10447	1.10494	1.10346	1.10372	2205	0	0
2021.03.09	19:00:00	1.10371	1.10456	1.10335	1.10434	3087	0	0
2021.03.09	20:00:00	1.10436	1.10497	1.10422	1.10459	1705	0	0
2021.03.09	21:00:00	1.10458	1.10485	1.10438	1.10466	1797	0	0
2021.03.09	22:00:00	1.10465	1.10491	1.10412	1.10413	1422	0	0
2021.03.09	23:00:00	1.10350	1.10454	1.10311	1.10388	329	0	0
2021.03.10	00:00:00	1.10388	1.10455	1.10380	1.10423	1278	0	0
2021.03.10	01:00:00	1.10426	1.10485	1.10390	1.10468	1539	0	0
2021.03.10	02:00:00	1.10469	1.10515	1.10465	1.10490	1758	0	0
2021.03.10	03:00:00	1.10483	1.10519	1.10447	1.10501	1488	0	0
2021.03.10	04:00:00	1.10501	1.10501	1.10470	1.10472	950	0	0
2021.03.10	05:00:00	1.10472	1.10486	1.10450	1.10450	620	0	0
2021.03.10	06:00:00	1.10451	1.10471	1.10434	1.10458	1060	0	0
2021.03.10	07:00:00	1.10458	1.10470	1.10428	1.10432	1320	0	0
2021.03.10	08:00:00	1.10437	1.10489	1.10358	1.10362	2628	0	0
2021.03.10	09:00:00	1.10362	1.10531	1.10296	1.10525	3220	0	0
2021.03.10	10:00:00	1.10524	1.10636	1.10491	1.10599	2493	0	0
2021.03.10	11:00:00	1.10599	1.10744	1.10591	1.10639	3426	0	0
2021.03.10	12:00:00	1.10639	1.10785	1.10622	1.10762	2819	0	0
2021.03.10	13:00:00	1.10763	1.10764	1.10649	1.10659	3169	0	0
2021.03.10	14:00:00	1.10659	1.10762	1.10617	1.10668	8328	0	0
2021.03.10	15:00:00	1.10667	1.10714	1.10604	1.10700	5329	0	0
2021.03.10	16:00:00	1.10700	1.10796	1.10683	1.10780	4947	0	0
2021.03.10	17:00:00	1.10782	1.10905	1.10763	1.10850	3543	0	0
2021.03.10	18:00:00	1.10850	1.10881	1.10799	1.10829	2433	0	0
2021.03.10	19:00:00	1.10830	1.10869	1.10807	1.10838	3380	0	0
2021.03.10	20:00:00	1.10838	1.10854	1.10798	1.10827	1933	0	0
2021.03.10	21:00:00	1.10821	1.10881	1.10771	1.10881	2750	0	0
2021.03.10	22:00:00	1.10876	1.10934	1.10848	1.10904	1402	0	0
2021.03.10	23:00:00	1.10827	1.10965	1.10745	1.10841	3420	0	0
2021.03.11	00:00:00	1.10806	1.10916	1.10799	1.10879	1094	0	0
2021.03.11	01:00:00	1.10879	1.10935	1.10872	1.10926	2383	0	0
2021.03.11	02:00:00	1.10925	1.10970	1.10912	1.10968	1702	0	0
