Balance_DateTime,Price_DateTime,Time_Diff_Minutes,Balance,Equity,Balance_Change,Balance_Returns,Cumulative_PnL,Price_Close,Price_Open,Price_High,Price_Low,Price_Returns,ATR,Volatility_1h,Volatility_6h,Volatility_24h
2021-01-22 09:38:00,2021-01-22 10:00:00,22.0,10002.81,10002.81,0.0,0.0,2.8099999999994907,1.07732,1.07717,1.07769,1.0769,0.00012996899311157328,0.0007900000000000684,,0.0003945592800651616,0.0004768487362992226
2021-01-22 21:51:00,2021-01-22 21:00:00,51.0,10002.13,10003.61,-0.680000000000291,-6.798089736781421e-05,2.1299999999991996,1.07747,1.07806,1.07812,1.07735,-0.000565820718314014,0.0007699999999999374,,0.0003692163596098683,0.00030978211751771885
2021-01-24 23:05:00,2021-01-24 23:00:00,5.0,10002.13,10002.13,0.0,0.0,2.1299999999991996,1.07742,1.07619,1.07851,1.07615,-4.640500431551953e-05,0.0023600000000001398,,0.00032670300947035844,0.00030943550030401045
2021-01-24 23:05:00,2021-01-24 23:00:00,5.0,10002.13,10002.13,0.0,0.0,2.1299999999991996,1.07742,1.07619,1.07851,1.07615,-4.640500431551953e-05,0.0023600000000001398,,0.00032670300947035844,0.00030943550030401045
2021-01-24 23:35:00,2021-01-25 00:00:00,25.0,10002.23,10002.11,0.1000000000003638,9.997870453526403e-06,2.2299999999995634,1.07748,1.07742,1.07825,1.0769,5.5688589408076083e-05,0.0013499999999999623,,0.0002581777687422529,0.00030143681251684746
2021-01-24 23:36:00,2021-01-25 00:00:00,24.0,10002.23,10002.23,0.0,0.0,2.2299999999995634,1.07748,1.07742,1.07825,1.0769,5.5688589408076083e-05,0.0013499999999999623,,0.0002581777687422529,0.00030143681251684746
2021-01-24 23:36:00,2021-01-25 00:00:00,24.0,10002.23,10002.23,0.0,0.0,2.2299999999995634,1.07748,1.07742,1.07825,1.0769,5.5688589408076083e-05,0.0013499999999999623,,0.0002581777687422529,0.00030143681251684746
2021-01-25 09:28:00,2021-01-25 09:00:00,28.0,10003.17,10001.88,0.9400000000005093,9.397904267349766e-05,3.1700000000000728,1.07816,1.07794,1.07881,1.07763,0.00019481423071576742,0.0011799999999999589,,0.00018183682849827638,0.00027655783856276635
2021-01-25 13:01:00,2021-01-25 13:00:00,1.0,10003.17,10003.17,0.0,0.0,3.1700000000000728,1.07752,1.07746,1.07781,1.07704,4.6405004315852594e-05,0.0007699999999999374,,0.00022899837868183007,0.00024055292027833414
2021-01-25 13:01:00,2021-01-25 13:00:00,1.0,10003.17,10003.17,0.0,0.0,3.1700000000000728,1.07752,1.07746,1.07781,1.07704,4.6405004315852594e-05,0.0007699999999999374,,0.00022899837868183007,0.00024055292027833414
2021-01-25 23:09:00,2021-01-25 23:00:00,9.0,10003.72,10002.38,0.5499999999992724,5.4982570525163865e-05,3.719999999999345,1.07811,1.07782,1.07909,1.07763,-0.00016693097404230084,0.0014600000000000168,,0.0001919128938205174,0.0002161607790297813
2021-01-26 08:32:00,2021-01-26 09:00:00,28.0,10003.72,10003.6,0.0,0.0,3.719999999999345,1.07847,1.07722,1.0785,1.07721,0.0011603943484153056,0.0012900000000000134,,0.0006169929691433893,0.0003595568555670932
2021-01-26 08:33:00,2021-01-26 09:00:00,27.0,10003.72,10003.72,0.0,0.0,3.719999999999345,1.07847,1.07722,1.0785,1.07721,0.0011603943484153056,0.0012900000000000134,,0.0006169929691433893,0.0003595568555670932
2021-01-26 16:38:00,2021-01-26 17:00:00,22.0,10004.2,10002.39,0.48000000000138243,4.798215064005795e-05,4.200000000000728,1.0787,1.07954,1.07962,1.07853,-0.0007688531120025877,0.0010900000000000354,,0.000451262642205704,0.0003845966911558331
2021-01-26 22:52:00,2021-01-26 23:00:00,8.0,10004.2,10004.2,0.0,0.0,4.200000000000728,1.07841,1.07806,1.07884,1.07795,0.00013911301541380539,0.0008900000000000574,,0.00016867564453883292,0.0003834076816875029
2021-01-26 22:52:00,2021-01-26 23:00:00,8.0,10004.2,10004.2,0.0,0.0,4.200000000000728,1.07841,1.07806,1.07884,1.07795,0.00013911301541380539,0.0008900000000000574,,0.00016867564453883292,0.0003834076816875029
2021-01-27 10:21:00,2021-01-27 10:00:00,21.0,10004.14,10004.21,-0.06000000000130967,-5.997481058117593e-06,4.139999999999418,1.07698,1.07783,1.0779,1.07657,-0.0008071624066428029,0.0013300000000000534,,0.0004049128409174154,0.0003085476305822421
2021-01-27 16:28:00,2021-01-27 16:00:00,28.0,10004.14,10001.97,0.0,0.0,4.139999999999418,1.07545,1.07523,1.07583,1.07498,0.00021390971150081484,0.0008500000000000174,,0.0004078834588834461,0.00032338052450105675
2021-01-28 10:04:00,2021-01-28 10:00:00,4.0,10004.14,10004.14,0.0,0.0,4.139999999999418,1.07721,1.07685,1.07751,1.07678,0.0003435979346977369,0.0007299999999998974,,0.0002998560980106422,0.00038221308147433434
2021-01-29 11:43:00,2021-01-29 12:00:00,17.0,10000.99,10004.98,-3.149999999999636,-0.0003148696439673193,0.9899999999997817,1.07802,1.07807,1.07862,1.07796,-4.637917760452748e-05,0.0006599999999998829,,0.0002628992039377104,0.00033469160479034625
2021-02-02 09:02:00,2021-02-02 09:00:00,2.0,10000.99,9998.89,0.0,0.0,0.9899999999997817,1.08161,1.08299,1.08336,1.08116,-0.001265027978356148,0.002200000000000202,,0.0005977638168483243,0.00044700672453075143
2021-02-02 10:10:00,2021-02-02 10:00:00,10.0,10000.99,10000.99,0.0,0.0,0.9899999999997817,1.08143,1.08161,1.0817,1.08099,-0.0001664185797098927,0.0007100000000002105,,0.0005885999337826388,0.00044792218430787084
2021-02-03 14:32:00,2021-02-03 15:00:00,28.0,10002.45,10000.71,1.4600000000009459,0.00014598554743083803,2.4500000000007276,1.08141,1.08001,1.0816,1.07982,0.001287013203459253,0.0017799999999998928,,0.0006933494621835957,0.00039245411405016057
2021-02-03 15:31:00,2021-02-03 16:00:00,29.0,10002.45,10002.32,0.0,0.0,2.4500000000007276,1.08055,1.08141,1.08155,1.08036,-0.0007952580427406097,0.0011900000000000244,,0.0007150907503638623,0.0004230780736739132
2021-02-03 15:32:00,2021-02-03 16:00:00,28.0,10002.45,10002.45,0.0,0.0,2.4500000000007276,1.08055,1.08141,1.08155,1.08036,-0.0007952580427406097,0.0011900000000000244,,0.0007150907503638623,0.0004230780736739132
2021-02-04 15:28:00,2021-02-04 15:00:00,28.0,10003.42,10002.38,0.9699999999993452,9.697624082094514e-05,3.4200000000000728,1.08181,1.08164,1.08236,1.08151,0.00016641550252849413,0.0008500000000000174,,0.0002971362228401259,0.0003516271824825391
2021-02-04 18:27:00,2021-02-04 18:00:00,27.0,10003.42,10003.42,0.0,0.0,3.4200000000000728,1.08115,1.08147,1.08172,1.08103,-0.0002774053354293038,0.0006900000000000794,,0.0002415043026212315,0.00028987031673334177
2021-02-04 18:27:00,2021-02-04 18:00:00,27.0,10003.42,10003.42,0.0,0.0,3.4200000000000728,1.08115,1.08147,1.08172,1.08103,-0.0002774053354293038,0.0006900000000000794,,0.0002415043026212315,0.00028987031673334177
2021-02-05 13:02:00,2021-02-05 13:00:00,2.0,10002.27,10003.6,-1.1499999999996362,-0.00011496068344618582,2.2700000000004366,1.08251,1.08234,1.08253,1.08199,0.00016630787283000714,0.0005399999999999849,,0.0004368482586503089,0.0002953208269325944
2021-02-07 23:06:00,2021-02-07 23:00:00,6.0,10002.27,10001.69,0.0,0.0,2.2700000000004366,1.0822,1.08195,1.08261,1.08172,-0.0010154158589493756,0.0008900000000000574,,0.0005037975163271948,0.00034359071534788434
2021-02-07 23:07:00,2021-02-07 23:00:00,7.0,10002.27,10002.27,0.0,0.0,2.2700000000004366,1.0822,1.08195,1.08261,1.08172,-0.0010154158589493756,0.0008900000000000574,,0.0005037975163271948,0.00034359071534788434
2021-02-08 14:00:00,2021-02-08 14:00:00,0.0,10002.82,10000.63,0.5499999999992724,5.4987517833282595e-05,2.819999999999709,1.08404,1.08459,1.08462,1.08387,-0.0005071040669746285,0.0007500000000000284,,0.000551482509871626,0.0004111328938762807
2021-02-08 17:16:00,2021-02-08 17:00:00,16.0,10002.82,10002.84,0.0,0.0,2.819999999999709,1.08238,1.08291,1.08303,1.08221,-0.0004986517932997758,0.0008200000000000429,,0.0006184385166855361,0.0004510052000555941
2021-02-08 17:17:00,2021-02-08 17:00:00,17.0,10002.82,10002.82,0.0,0.0,2.819999999999709,1.08238,1.08291,1.08303,1.08221,-0.0004986517932997758,0.0008200000000000429,,0.0006184385166855361,0.0004510052000555941
2021-02-09 11:04:00,2021-02-09 11:00:00,4.0,10001.17,10002.9,-1.6499999999996362,-0.00016495348311773572,1.1700000000000728,1.08156,1.08203,1.0821,1.08139,-0.0004251307739228105,0.0007099999999999884,,0.00022919099521696325,0.0004302713924056504
2021-02-10 23:05:00,2021-02-10 23:00:00,5.0,10001.17,9999.34,0.0,0.0,1.1700000000000728,1.07882,1.07867,1.07937,1.07831,-0.0001853533762119497,0.0010599999999998388,,0.00028086158030558015,0.00034388494422029416
2021-02-11 14:10:00,2021-02-11 14:00:00,10.0,10001.17,10001.17,0.0,0.0,1.1700000000000728,1.08046,1.08009,1.08057,1.0799,0.00033330247199314655,0.0006699999999999484,,0.00021423513806690346,0.0003300329860284776
2021-02-12 15:25:00,2021-02-12 15:00:00,25.0,9999.55,10001.8,-1.6200000000008004,-0.00016198104821740777,-0.4500000000007276,1.08032,1.08018,1.08046,1.07988,0.00012034919782633047,0.0005800000000000249,,0.0003278786782187377,0.000296367289202802
2021-02-14 23:08:00,2021-02-14 23:00:00,8.0,9999.55,9999.54,0.0,0.0,-0.4500000000007276,1.08089,1.0811,1.08162,1.07894,0.00012028572486033617,0.0026800000000000157,,0.0001674709397103431,0.00026554398404702846
2021-02-14 23:23:00,2021-02-14 23:00:00,23.0,9999.55,9999.55,0.0,0.0,-0.4500000000007276,1.08089,1.0811,1.08162,1.07894,0.00012028572486033617,0.0026800000000000157,,0.0001674709397103431,0.00026554398404702846
2021-02-15 07:45:00,2021-02-15 08:00:00,15.0,10000.18,9998.54,0.6300000000010186,6.30028351276124e-05,0.18000000000029104,1.0814,1.08178,1.08185,1.08133,-0.0003512729020688221,0.000520000000000076,,0.0003210941323023343,0.0002802664044224884
2021-02-15 12:27:00,2021-02-15 12:00:00,27.0,10000.18,10000.18,0.0,0.0,0.18000000000029104,1.08035,1.08074,1.08086,1.0802,-0.00034236434969281415,0.0006599999999998829,,0.0005497649368900861,0.00029567288471471964
2021-02-15 12:27:00,2021-02-15 12:00:00,27.0,10000.18,10000.18,0.0,0.0,0.18000000000029104,1.08035,1.08074,1.08086,1.0802,-0.00034236434969281415,0.0006599999999998829,,0.0005497649368900861,0.00029567288471471964
2021-02-15 23:31:00,2021-02-16 00:00:00,29.0,9999.82,9998.27,-0.3600000000005821,-3.599935201170634e-05,-0.18000000000029104,1.07965,1.07935,1.07975,1.07933,0.0002872125558210925,0.00042000000000008697,,0.00021614737505350347,0.0003211954177029096
2021-02-16 13:13:00,2021-02-16 13:00:00,13.0,9999.82,9999.82,0.0,0.0,-0.18000000000029104,1.07965,1.08,1.08033,1.0794,-0.00033333024694204294,0.0009300000000000974,,0.000209584085794568,0.000250117939987436
2021-02-17 09:26:00,2021-02-17 09:00:00,26.0,10000.77,9999.57,0.9500000000007276,9.500171003096192e-05,0.7700000000004366,1.08054,1.08064,1.08112,1.08033,-9.25377554041873e-05,0.0007900000000000684,,0.00035237537962385653,0.00022588422409181353
2021-02-17 10:59:00,2021-02-17 11:00:00,1.0,10000.77,10000.6,0.0,0.0,0.7700000000004366,1.07965,1.07989,1.08048,1.0794,-0.0002222448582726022,0.001080000000000192,,0.000462459365571959,0.0002592747755406806
2021-02-17 11:00:00,2021-02-17 11:00:00,0.0,10000.77,10000.77,0.0,0.0,0.7700000000004366,1.07965,1.07989,1.08048,1.0794,-0.0002222448582726022,0.001080000000000192,,0.000462459365571959,0.0002592747755406806
2021-02-17 16:06:00,2021-02-17 16:00:00,6.0,9990.77,10001.1,-10.0,-0.000999923005928549,-9.229999999999563,1.08089,1.08061,1.08114,1.0804,0.00025911290844971013,0.0007399999999999629,,0.00022389438893732018,0.000269979416864009
2021-02-22 09:08:00,2021-02-22 09:00:00,8.0,9990.77,9991.02,0.0,0.0,-9.229999999999563,1.09091,1.0899,1.09162,1.08955,0.0009175069501152766,0.0020700000000000163,,0.0004995007061391015,0.00039127719961069303
2021-02-22 09:09:00,2021-02-22 09:00:00,9.0,9990.77,9990.77,0.0,0.0,-9.229999999999563,1.09091,1.0899,1.09162,1.08955,0.0009175069501152766,0.0020700000000000163,,0.0004995007061391015,0.00039127719961069303
2021-02-22 15:47:00,2021-02-22 16:00:00,13.0,9980.76,9994.06,-10.010000000000218,-0.0010019247765687966,-19.23999999999978,1.08862,1.08788,1.08882,1.08756,0.0006710237248250817,0.0012599999999998168,,0.0008652867872673203,0.0006921930943448449
2021-02-24 02:02:00,2021-02-24 02:00:00,2.0,9980.76,9980.86,0.0,0.0,-19.23999999999978,1.10142,1.10072,1.1017,1.10064,0.000626856722357072,0.0010599999999998388,,0.0004306169283156444,0.0006323086443493995
2021-02-24 02:03:00,2021-02-24 02:00:00,3.0,9980.76,9980.76,0.0,0.0,-19.23999999999978,1.10142,1.10072,1.1017,1.10064,0.000626856722357072,0.0010599999999998388,,0.0004306169283156444,0.0006323086443493995
2021-02-24 09:16:00,2021-02-24 09:00:00,16.0,9978.65,9981.37,-2.110000000000582,-0.0002114067465804892,-21.350000000000364,1.10489,1.10108,1.10569,1.10022,0.0034693525388940216,0.005470000000000086,,0.0014383267181367102,0.0008709937963445588
2021-02-25 11:07:00,2021-02-25 11:00:00,7.0,9978.65,9972.26,0.0,0.0,-21.350000000000364,1.10718,1.10728,1.10977,1.10669,-6.321968841727088e-05,0.0030799999999999716,,0.001144885900085052,0.0007987022580186598
2021-02-25 19:14:00,2021-02-25 19:00:00,14.0,9978.65,9978.65,0.0,0.0,-21.350000000000364,1.102,1.10495,1.10529,1.10139,-0.002669804063532344,0.0039000000000000146,,0.0011800375215153937,0.0009964695348317315
2021-02-28 23:31:00,2021-03-01 00:00:00,29.0,9979.66,9974.88,1.0100000000002183,0.0001012160963658193,-20.340000000000146,1.09703,1.09575,1.09753,1.09534,0.0011681496691762216,0.0021899999999999142,,0.0008753018945065,0.0009154519267454507
2021-03-01 11:40:00,2021-03-01 12:00:00,20.0,9979.66,9979.52,0.0,0.0,-20.340000000000146,1.09926,1.10069,1.10167,1.09894,-0.001308258381030325,0.002729999999999899,,0.0014951074074062733,0.0008908885535499701
2021-03-01 11:41:00,2021-03-01 12:00:00,19.0,9979.66,9979.66,0.0,0.0,-20.340000000000146,1.09926,1.10069,1.10167,1.09894,-0.001308258381030325,0.002729999999999899,,0.0014951074074062733,0.0008908885535499701
2021-03-02 16:13:00,2021-03-02 16:00:00,13.0,9969.65,9980.96,-10.010000000000218,-0.001003040183733761,-30.350000000000364,1.10345,1.1031,1.10388,1.1026,0.00031728764391258935,0.0012799999999999478,,0.0008967350007389957,0.0006560222757992036
2021-03-04 12:12:00,2021-03-04 12:00:00,12.0,9969.65,9970.24,0.0,0.0,-30.350000000000364,1.1123,1.11251,1.11418,1.11227,-0.00019774925394588916,0.0019099999999998563,,0.0008866890511255777,0.0006529528532958251
2021-03-04 12:15:00,2021-03-04 12:00:00,15.0,9969.65,9969.65,0.0,0.0,-30.350000000000364,1.1123,1.11251,1.11418,1.11227,-0.00019774925394588916,0.0019099999999998563,,0.0008866890511255777,0.0006529528532958251
2021-03-04 17:57:00,2021-03-04 18:00:00,3.0,9973.17,9968.11,3.5200000000004366,0.00035307157222175256,-26.829999999999927,1.11373,1.11505,1.11515,1.11352,-0.0011838034168871747,0.0016300000000000203,,0.0009540038332809397,0.0007221171237651689
2021-03-05 09:23:00,2021-03-05 09:00:00,23.0,9973.17,9973.17,0.0,0.0,-26.829999999999927,1.10917,1.11123,1.11147,1.10903,-0.0018627839170656246,0.0024399999999999977,,0.000782939327150078,0.0007780260143951515
2021-03-05 09:23:00,2021-03-05 09:00:00,23.0,9973.17,9973.17,0.0,0.0,-26.829999999999927,1.10917,1.11123,1.11147,1.10903,-0.0018627839170656246,0.0024399999999999977,,0.000782939327150078,0.0007780260143951515
2021-03-05 13:50:00,2021-03-05 14:00:00,10.0,9977.18,9972.6,4.010000000000218,0.00040207877735976005,-22.81999999999971,1.10658,1.10578,1.10756,1.10546,0.0007144213639116437,0.0020999999999999908,,0.0009508615422301078,0.0007461576308847017
2021-03-05 17:24:00,2021-03-05 17:00:00,24.0,9977.18,9977.01,0.0,0.0,-22.81999999999971,1.10859,1.10902,1.11019,1.10845,-0.000387729707309048,0.0017400000000000748,,0.0011503178914012324,0.0007515816134868924
2021-03-05 17:25:00,2021-03-05 17:00:00,25.0,9977.18,9977.18,0.0,0.0,-22.81999999999971,1.10859,1.10902,1.11019,1.10845,-0.000387729707309048,0.0017400000000000748,,0.0011503178914012324,0.0007515816134868924
2021-03-09 09:50:00,2021-03-09 10:00:00,10.0,9978.92,9976.08,1.7399999999997817,0.00017439797618168384,-21.079999999999927,1.11092,1.11097,1.1119,1.11073,-4.5005715725965345e-05,0.0011700000000001154,,0.0005094037935328016,0.00044334239988337327
2021-03-09 11:42:00,2021-03-09 12:00:00,18.0,9978.92,9978.92,0.0,0.0,-21.079999999999927,1.10839,1.10875,1.10933,1.10817,-0.0003337061221544424,0.0011599999999998278,,0.0009997950580294586,0.0006047478717955565
2021-03-09 11:42:00,2021-03-09 12:00:00,18.0,9978.92,9978.92,0.0,0.0,-21.079999999999927,1.10839,1.10875,1.10933,1.10817,-0.0003337061221544424,0.0011599999999998278,,0.0009997950580294586,0.0006047478717955565
2021-03-09 15:05:00,2021-03-09 15:00:00,5.0,9979.02,9979.77,0.1000000000003638,1.002112453063475e-05,-20.979999999999563,1.10675,1.10762,1.10821,1.10668,-0.0007854679402684583,0.0015299999999998093,,0.0008339463868925863,0.0006480128278038088
2021-03-10 09:22:00,2021-03-10 09:00:00,22.0,9979.02,9974.71,0.0,0.0,-20.979999999999563,1.10525,1.10362,1.10531,1.10296,0.001476957648465893,0.0023500000000000743,,0.0007408678823124455,0.0006973848766669501
2021-03-10 11:10:00,2021-03-10 11:00:00,10.0,9979.02,9979.02,0.0,0.0,-20.979999999999563,1.10639,1.10599,1.10744,1.10591,0.00036166692284744784,0.0015300000000000313,,0.0007395701164982131,0.0006220648465688216
