Model,Training_Period,Test_Period,Training_Observations,Test_Observations,RMSE,MAE,MAPE,Correlation,Theil_U,Omega,Alpha,Beta,Persistence,Unconditional_Vol,Analysis_Date
"GARCH(1,1)",2021-01-04 00:00:00 to 2021-10-21 00:00:00,2021-10-21 01:00:00 to 2021-12-31 22:00:00,4952,1238,0.026117458197870855,0.01917557138061849,34.00162667709653,0.2859358800682664,1.7700319797748851,0.0008095236687618852,0.22874169164943797,0.45852332072214924,0.6872650123715872,0.05087759102498472,2025-07-03 19:25:09
