model_type,omega,alpha_1,beta_1,persistence,last_volatility,training_end_date,estimation_date
"GARCH(1,1)",0.0008095236687618852,0.22874169164943797,0.45852332072214924,0.6872650123715872,0.04070663081530433,2021-10-21 00:00:00,2025-07-03 19:25:09
