Total_Observations,Valid_Observations,Average_Performance,Performance_Std,Average_Volatility,High_Vol_Periods,Analysis_Date
573,572,5.246558899518478e-06,0.00013124455971746192,0.0004907958446565267,6,2025-07-03 19:06:00
