<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.01.01	23:00:00	0.89874	0.90107	0.89752	0.89877	3408	0	0
2019.01.02	00:00:00	0.89843	0.89952	0.89785	0.89865	3032	0	7
2019.01.02	01:00:00	0.89866	0.89913	0.89853	0.89856	1832	0	4
2019.01.02	02:00:00	0.89855	0.89875	0.89811	0.89852	2031	0	1
2019.01.02	03:00:00	0.89853	0.89939	0.89850	0.89920	2310	0	1
2019.01.02	04:00:00	0.89921	0.89940	0.89904	0.89907	1730	0	1
2019.01.02	05:00:00	0.89906	0.89912	0.89874	0.89876	1306	0	2
2019.01.02	06:00:00	0.89876	0.89981	0.89872	0.89974	2854	0	0
2019.01.02	07:00:00	0.89975	0.90047	0.89966	0.90039	3711	0	0
2019.01.02	08:00:00	0.90040	0.90068	0.89985	0.89997	5562	0	0
2019.01.02	09:00:00	0.89996	0.90131	0.89873	0.90059	11584	0	0
2019.01.02	10:00:00	0.90060	0.90111	0.89942	0.90107	8872	0	0
2019.01.02	11:00:00	0.90107	0.90278	0.90007	0.90242	6353	0	0
2019.01.02	12:00:00	0.90242	0.90313	0.90200	0.90282	6230	0	0
2019.01.02	13:00:00	0.90282	0.90288	0.90132	0.90145	6846	0	0
2019.01.02	14:00:00	0.90143	0.90236	0.90106	0.90182	10927	0	0
2019.01.02	15:00:00	0.90181	0.90233	0.90112	0.90115	10153	0	0
2019.01.02	16:00:00	0.90115	0.90131	0.89975	0.90107	12668	0	0
2019.01.02	17:00:00	0.90106	0.90237	0.90015	0.90140	10003	0	0
2019.01.02	18:00:00	0.90140	0.90169	0.89996	0.90055	9053	0	0
2019.01.02	19:00:00	0.90054	0.90059	0.89932	0.89955	5491	0	0
2019.01.02	20:00:00	0.89955	0.90041	0.89937	0.89940	5578	0	0
2019.01.02	21:00:00	0.89941	0.89978	0.89921	0.89958	5350	0	0
2019.01.02	22:00:00	0.89958	0.90033	0.89925	0.89943	3640	0	0
2019.01.02	23:00:00	0.89963	0.91004	0.89866	0.90720	4607	0	0
2019.01.03	00:00:00	0.90754	0.90956	0.90335	0.90378	10658	0	0
2019.01.03	01:00:00	0.90378	0.90436	0.90321	0.90365	4814	0	0
2019.01.03	02:00:00	0.90365	0.90506	0.90355	0.90439	4315	0	1
2019.01.03	03:00:00	0.90440	0.90552	0.90426	0.90525	3603	0	1
2019.01.03	04:00:00	0.90526	0.90587	0.90523	0.90555	2988	0	0
2019.01.03	05:00:00	0.90554	0.90592	0.90535	0.90582	1828	0	0
2019.01.03	06:00:00	0.90582	0.90600	0.90502	0.90549	3360	0	1
2019.01.03	07:00:00	0.90548	0.90592	0.90518	0.90585	3358	0	0
2019.01.03	08:00:00	0.90584	0.90638	0.90473	0.90573	7849	0	0
2019.01.03	09:00:00	0.90573	0.90638	0.90440	0.90548	11025	0	0
2019.01.03	10:00:00	0.90546	0.90583	0.90405	0.90417	8949	0	0
2019.01.03	11:00:00	0.90418	0.90457	0.90376	0.90440	7216	0	0
2019.01.03	12:00:00	0.90439	0.90477	0.90298	0.90308	7524	0	0
2019.01.03	13:00:00	0.90308	0.90385	0.90292	0.90310	7076	0	0
2019.01.03	14:00:00	0.90309	0.90359	0.90161	0.90270	10295	0	0
2019.01.03	15:00:00	0.90269	0.90364	0.90233	0.90364	8027	0	0
2019.01.03	16:00:00	0.90333	0.90598	0.90314	0.90411	20773	0	0
2019.01.03	17:00:00	0.90411	0.90451	0.90196	0.90234	14854	0	0
2019.01.03	18:00:00	0.90233	0.90283	0.90115	0.90160	8903	0	0
2019.01.03	19:00:00	0.90159	0.90259	0.90143	0.90247	5732	0	0
2019.01.03	20:00:00	0.90248	0.90279	0.90163	0.90176	8923	0	0
2019.01.03	21:00:00	0.90176	0.90237	0.90174	0.90206	8071	0	0
2019.01.03	22:00:00	0.90205	0.90221	0.90148	0.90154	3567	0	2
2019.01.03	23:00:00	0.90042	0.90268	0.90024	0.90153	10207	0	14
2019.01.04	00:00:00	0.90159	0.90232	0.90151	0.90192	2931	0	4
2019.01.04	01:00:00	0.90193	0.90292	0.90190	0.90235	5099	0	0
2019.01.04	02:00:00	0.90235	0.90268	0.90195	0.90210	2913	0	0
2019.01.04	03:00:00	0.90210	0.90256	0.90170	0.90184	1984	0	3
2019.01.04	04:00:00	0.90185	0.90200	0.90137	0.90158	2758	0	1
2019.01.04	05:00:00	0.90158	0.90169	0.90148	0.90158	1711	0	2
2019.01.04	06:00:00	0.90159	0.90184	0.90147	0.90147	1878	0	2
2019.01.04	07:00:00	0.90145	0.90172	0.90083	0.90156	2375	0	0
2019.01.04	08:00:00	0.90156	0.90248	0.90091	0.90172	5474	0	1
2019.01.04	09:00:00	0.90171	0.90178	0.90045	0.90048	6846	0	1
2019.01.04	10:00:00	0.90048	0.90109	0.89978	0.89978	6643	0	0
2019.01.04	11:00:00	0.89978	0.89989	0.89806	0.89956	7107	0	0
2019.01.04	12:00:00	0.89956	0.90094	0.89946	0.90083	4147	0	0
2019.01.04	13:00:00	0.90082	0.90090	0.90014	0.90024	3286	0	0
2019.01.04	14:00:00	0.90024	0.90057	0.89914	0.89936	11489	0	0
2019.01.04	15:00:00	0.89937	0.89982	0.89879	0.89897	10788	0	0
2019.01.04	16:00:00	0.89897	0.89966	0.89681	0.89681	17509	0	0
2019.01.04	17:00:00	0.89681	0.89745	0.89570	0.89571	12176	0	0
2019.01.04	18:00:00	0.89572	0.89632	0.89486	0.89621	9189	0	0
2019.01.04	19:00:00	0.89620	0.89651	0.89521	0.89552	5787	0	0
2019.01.04	20:00:00	0.89551	0.89561	0.89437	0.89465	6614	0	0
2019.01.04	21:00:00	0.89463	0.89520	0.89461	0.89516	4841	0	1
2019.01.06	23:00:00	0.89550	0.89641	0.89472	0.89570	1671	0	18
2019.01.07	00:00:00	0.89571	0.89641	0.89496	0.89610	4885	0	0
2019.01.07	01:00:00	0.89610	0.89615	0.89578	0.89584	2658	0	0
2019.01.07	02:00:00	0.89583	0.89637	0.89569	0.89627	1868	0	0
2019.01.07	03:00:00	0.89626	0.89630	0.89598	0.89613	1355	0	0
2019.01.07	04:00:00	0.89612	0.89625	0.89572	0.89596	1821	0	1
2019.01.07	05:00:00	0.89596	0.89652	0.89589	0.89601	2295	0	0
2019.01.07	06:00:00	0.89600	0.89634	0.89588	0.89599	1486	0	2
2019.01.07	07:00:00	0.89598	0.89627	0.89551	0.89551	2293	0	1
2019.01.07	08:00:00	0.89554	0.89717	0.89519	0.89702	5313	0	0
2019.01.07	09:00:00	0.89702	0.89844	0.89681	0.89812	6746	0	0
2019.01.07	10:00:00	0.89811	0.89878	0.89651	0.89729	6424	0	0
2019.01.07	11:00:00	0.89729	0.89863	0.89727	0.89840	4362	0	0
2019.01.07	12:00:00	0.89839	0.89849	0.89692	0.89694	4340	0	0
2019.01.07	13:00:00	0.89695	0.89779	0.89675	0.89735	5031	0	0
2019.01.07	14:00:00	0.89735	0.89754	0.89705	0.89752	6178	0	0
2019.01.07	15:00:00	0.89752	0.89804	0.89728	0.89760	6705	0	0
2019.01.07	16:00:00	0.89761	0.89807	0.89678	0.89756	9553	0	0
2019.01.07	17:00:00	0.89755	0.89911	0.89746	0.89889	8116	0	0
2019.01.07	18:00:00	0.89889	0.89896	0.89753	0.89778	5669	0	0
2019.01.07	19:00:00	0.89778	0.89904	0.89766	0.89864	5041	0	0
2019.01.07	20:00:00	0.89863	0.89916	0.89857	0.89888	3412	0	0
2019.01.07	21:00:00	0.89889	0.89904	0.89846	0.89870	2585	0	0
2019.01.07	22:00:00	0.89870	0.89877	0.89775	0.89812	3636	0	0
2019.01.07	23:00:00	0.89784	0.89794	0.89694	0.89744	4326	0	0
2019.01.08	00:00:00	0.89747	0.89788	0.89745	0.89778	1707	0	0
2019.01.08	01:00:00	0.89777	0.89814	0.89725	0.89739	1929	0	0
2019.01.08	02:00:00	0.89739	0.89744	0.89672	0.89678	3143	0	0
2019.01.08	03:00:00	0.89677	0.89684	0.89642	0.89651	2095	0	0
2019.01.08	04:00:00	0.89652	0.89659	0.89611	0.89653	2300	0	0
2019.01.08	05:00:00	0.89653	0.89657	0.89621	0.89646	1704	0	0
2019.01.08	06:00:00	0.89646	0.89662	0.89634	0.89656	1587	0	0
2019.01.08	07:00:00	0.89655	0.89672	0.89601	0.89632	2855	0	0
2019.01.08	08:00:00	0.89632	0.89671	0.89476	0.89666	8718	0	0
2019.01.08	09:00:00	0.89666	0.89742	0.89571	0.89592	5179	0	0
2019.01.08	10:00:00	0.89592	0.89699	0.89553	0.89694	4703	0	0
2019.01.08	11:00:00	0.89695	0.89764	0.89670	0.89709	5885	0	0
2019.01.08	12:00:00	0.89708	0.89813	0.89703	0.89755	5149	0	0
2019.01.08	13:00:00	0.89755	0.89843	0.89698	0.89811	4343	0	0
2019.01.08	14:00:00	0.89810	0.89812	0.89711	0.89726	6355	0	0
2019.01.08	15:00:00	0.89725	0.89877	0.89691	0.89877	7618	0	0
2019.01.08	16:00:00	0.89876	0.89920	0.89809	0.89868	8243	0	0
2019.01.08	17:00:00	0.89869	0.89947	0.89838	0.89941	6794	0	0
2019.01.08	18:00:00	0.89942	0.90062	0.89938	0.90023	5170	0	0
2019.01.08	19:00:00	0.90024	0.90053	0.89987	0.89996	3868	0	0
2019.01.08	20:00:00	0.89996	0.90045	0.89960	0.89962	2656	0	0
2019.01.08	21:00:00	0.89961	0.89977	0.89920	0.89935	2662	0	0
2019.01.08	22:00:00	0.89935	0.89986	0.89935	0.89973	1499	0	0
2019.01.08	23:00:00	0.89845	0.90008	0.89845	0.89942	17806	0	0
2019.01.09	00:00:00	0.89942	0.89983	0.89907	0.89936	2244	0	0
2019.01.09	01:00:00	0.89937	0.89974	0.89920	0.89934	2307	0	0
2019.01.09	02:00:00	0.89933	0.89973	0.89900	0.89946	2250	0	0
2019.01.09	03:00:00	0.89945	0.89955	0.89896	0.89914	2072	0	0
2019.01.09	04:00:00	0.89914	0.89945	0.89910	0.89934	1493	0	0
2019.01.09	05:00:00	0.89934	0.89950	0.89924	0.89926	1261	0	0
2019.01.09	06:00:00	0.89927	0.89952	0.89912	0.89940	1328	0	0
2019.01.09	07:00:00	0.89940	0.89981	0.89931	0.89976	1580	0	0
2019.01.09	08:00:00	0.89976	0.90058	0.89953	0.90050	4407	0	0
2019.01.09	09:00:00	0.90049	0.90051	0.89770	0.89777	8779	0	0
2019.01.09	10:00:00	0.89777	0.89920	0.89752	0.89858	6686	0	0
2019.01.09	11:00:00	0.89857	0.90045	0.89857	0.89984	6302	0	0
2019.01.09	12:00:00	0.89983	0.89997	0.89911	0.89956	5943	0	0
2019.01.09	13:00:00	0.89956	0.89981	0.89808	0.89860	6127	0	0
2019.01.09	14:00:00	0.89860	0.90001	0.89830	0.89989	6536	0	0
2019.01.09	15:00:00	0.89988	0.90199	0.89970	0.90158	15873	0	0
2019.01.09	16:00:00	0.90159	0.90378	0.90118	0.90325	16426	0	0
2019.01.09	17:00:00	0.90325	0.90411	0.90282	0.90292	12546	0	0
2019.01.09	18:00:00	0.90292	0.90363	0.90236	0.90267	8913	0	0
2019.01.09	19:00:00	0.90268	0.90291	0.90203	0.90230	6432	0	0
2019.01.09	20:00:00	0.90231	0.90305	0.90174	0.90215	13740	0	0
2019.01.09	21:00:00	0.90215	0.90257	0.90205	0.90248	6210	0	1
2019.01.09	22:00:00	0.90247	0.90271	0.90217	0.90246	2380	0	0
2019.01.09	23:00:00	0.90226	0.90275	0.90159	0.90227	6931	0	9
2019.01.10	00:00:00	0.90230	0.90280	0.90226	0.90270	2019	0	0
2019.01.10	01:00:00	0.90271	0.90344	0.90257	0.90313	3000	0	0
2019.01.10	02:00:00	0.90314	0.90375	0.90266	0.90365	4616	0	1
2019.01.10	03:00:00	0.90364	0.90401	0.90336	0.90391	1985	0	0
2019.01.10	04:00:00	0.90392	0.90431	0.90380	0.90401	2778	0	0
2019.01.10	05:00:00	0.90401	0.90447	0.90401	0.90417	1995	0	1
2019.01.10	06:00:00	0.90416	0.90422	0.90363	0.90403	1735	0	0
2019.01.10	07:00:00	0.90404	0.90412	0.90347	0.90387	2590	0	0
2019.01.10	08:00:00	0.90387	0.90532	0.90375	0.90434	8026	0	0
2019.01.10	09:00:00	0.90435	0.90523	0.90384	0.90423	10856	0	0
2019.01.10	10:00:00	0.90423	0.90444	0.90248	0.90290	8005	0	0
2019.01.10	11:00:00	0.90291	0.90419	0.90281	0.90407	6037	0	0
2019.01.10	12:00:00	0.90406	0.90595	0.90366	0.90482	7072	0	0
2019.01.10	13:00:00	0.90483	0.90593	0.90466	0.90479	8163	0	0
2019.01.10	14:00:00	0.90479	0.90487	0.90262	0.90266	7600	0	0
2019.01.10	15:00:00	0.90267	0.90350	0.90237	0.90341	6912	0	0
2019.01.10	16:00:00	0.90341	0.90383	0.90150	0.90166	10260	0	0
2019.01.10	17:00:00	0.90165	0.90250	0.90135	0.90206	8186	0	0
2019.01.10	18:00:00	0.90206	0.90305	0.90180	0.90233	8400	0	0
2019.01.10	19:00:00	0.90232	0.90251	0.90120	0.90195	8326	0	0
2019.01.10	20:00:00	0.90194	0.90231	0.90171	0.90222	3891	0	1
2019.01.10	21:00:00	0.90221	0.90234	0.90199	0.90210	2033	0	1
2019.01.10	22:00:00	0.90210	0.90230	0.90162	0.90183	1602	0	1
2019.01.10	23:00:00	0.90140	0.90222	0.90070	0.90136	6822	0	12
2019.01.11	00:00:00	0.90136	0.90234	0.90136	0.90233	1933	0	0
2019.01.11	01:00:00	0.90234	0.90305	0.90221	0.90284	2071	0	0
2019.01.11	02:00:00	0.90283	0.90308	0.90243	0.90291	2557	0	1
2019.01.11	03:00:00	0.90291	0.90329	0.90279	0.90309	2244	0	1
2019.01.11	04:00:00	0.90309	0.90361	0.90300	0.90317	1790	0	0
2019.01.11	05:00:00	0.90317	0.90325	0.90290	0.90295	1743	0	1
2019.01.11	06:00:00	0.90295	0.90337	0.90295	0.90315	1733	0	0
2019.01.11	07:00:00	0.90316	0.90340	0.90300	0.90329	1645	0	0
2019.01.11	08:00:00	0.90329	0.90450	0.90317	0.90382	4602	0	0
2019.01.11	09:00:00	0.90381	0.90517	0.90320	0.90508	8920	0	0
2019.01.11	10:00:00	0.90508	0.90620	0.90301	0.90333	9527	0	0
2019.01.11	11:00:00	0.90333	0.90354	0.89784	0.89947	16878	0	0
2019.01.11	12:00:00	0.89947	0.90252	0.89827	0.89924	14806	0	0
2019.01.11	13:00:00	0.89923	0.90035	0.89887	0.90022	6645	0	0
2019.01.11	14:00:00	0.90022	0.90042	0.89851	0.89882	7619	0	0
2019.01.11	15:00:00	0.89882	0.89891	0.89657	0.89674	15163	0	0
2019.01.11	16:00:00	0.89673	0.89681	0.89499	0.89509	10083	0	0
2019.01.11	17:00:00	0.89509	0.89523	0.89320	0.89431	7471	0	0
2019.01.11	18:00:00	0.89431	0.89438	0.89240	0.89288	8678	0	0
2019.01.11	19:00:00	0.89287	0.89316	0.89236	0.89261	5323	0	0
2019.01.11	20:00:00	0.89260	0.89286	0.89239	0.89253	2804	0	1
2019.01.11	21:00:00	0.89252	0.89323	0.89231	0.89234	5017	0	0
2019.01.13	23:00:00	0.89108	0.89180	0.89082	0.89130	1494	0	5
2019.01.14	00:00:00	0.89132	0.89197	0.89098	0.89192	1839	0	0
2019.01.14	01:00:00	0.89192	0.89226	0.89172	0.89183	1308	0	0
2019.01.14	02:00:00	0.89182	0.89273	0.89182	0.89252	1892	0	0
2019.01.14	03:00:00	0.89252	0.89282	0.89234	0.89272	1225	0	0
2019.01.14	04:00:00	0.89272	0.89299	0.89257	0.89292	1845	0	1
2019.01.14	05:00:00	0.89292	0.89351	0.89277	0.89350	1309	0	1
2019.01.14	06:00:00	0.89350	0.89355	0.89310	0.89320	1753	0	1
2019.01.14	07:00:00	0.89320	0.89361	0.89301	0.89315	2821	0	1
2019.01.14	08:00:00	0.89314	0.89441	0.89252	0.89412	9634	0	0
2019.01.14	09:00:00	0.89410	0.89524	0.89371	0.89481	9690	0	0
2019.01.14	10:00:00	0.89482	0.89485	0.89289	0.89304	7927	0	0
2019.01.14	11:00:00	0.89304	0.89321	0.89103	0.89254	10295	0	0
2019.01.14	12:00:00	0.89255	0.89280	0.89040	0.89089	11823	0	0
2019.01.14	13:00:00	0.89089	0.89205	0.89063	0.89195	9599	0	0
2019.01.14	14:00:00	0.89195	0.89275	0.89123	0.89210	8461	0	0
2019.01.14	15:00:00	0.89211	0.89253	0.89103	0.89249	6969	0	0
2019.01.14	16:00:00	0.89250	0.89260	0.88753	0.88813	15574	0	0
2019.01.14	17:00:00	0.88813	0.89222	0.88751	0.89193	13485	0	0
2019.01.14	18:00:00	0.89194	0.89227	0.89024	0.89037	6199	0	0
2019.01.14	19:00:00	0.89036	0.89104	0.88970	0.89099	3151	0	0
2019.01.14	20:00:00	0.89098	0.89188	0.89096	0.89113	3970	0	0
2019.01.14	21:00:00	0.89113	0.89195	0.89113	0.89127	2522	0	0
2019.01.14	22:00:00	0.89127	0.89133	0.89081	0.89110	1464	0	0
2019.01.14	23:00:00	0.89105	0.89172	0.89068	0.89112	7944	0	11
2019.01.15	00:00:00	0.89112	0.89140	0.89041	0.89105	2367	0	1
2019.01.15	01:00:00	0.89105	0.89110	0.89048	0.89066	1252	0	0
2019.01.15	02:00:00	0.89066	0.89084	0.88946	0.89042	2854	0	0
2019.01.15	03:00:00	0.89042	0.89079	0.89023	0.89049	2037	0	0
2019.01.15	04:00:00	0.89049	0.89053	0.89005	0.89029	2551	0	1
2019.01.15	05:00:00	0.89030	0.89045	0.88994	0.88994	1603	0	0
2019.01.15	06:00:00	0.88994	0.89008	0.88903	0.88911	2232	0	0
2019.01.15	07:00:00	0.88912	0.88964	0.88904	0.88928	2367	0	1
2019.01.15	08:00:00	0.88928	0.89073	0.88916	0.89034	7322	0	0
2019.01.15	09:00:00	0.89035	0.89085	0.88957	0.89010	12932	0	0
2019.01.15	10:00:00	0.89011	0.89036	0.88806	0.88859	14657	0	0
2019.01.15	11:00:00	0.88861	0.89060	0.88829	0.88995	14503	0	0
2019.01.15	12:00:00	0.88995	0.89084	0.88872	0.88874	9455	0	0
2019.01.15	13:00:00	0.88874	0.89100	0.88783	0.89045	13394	0	0
2019.01.15	14:00:00	0.89045	0.89072	0.88893	0.88999	12235	0	0
2019.01.15	15:00:00	0.88998	0.89221	0.88984	0.89218	11259	0	0
2019.01.15	16:00:00	0.89218	0.89336	0.89156	0.89299	12948	0	0
2019.01.15	17:00:00	0.89300	0.89352	0.89168	0.89271	18847	0	0
2019.01.15	18:00:00	0.89270	0.89492	0.89247	0.89463	12669	0	0
2019.01.15	19:00:00	0.89464	0.89685	0.89432	0.89641	12031	0	0
2019.01.15	20:00:00	0.89641	0.89851	0.88794	0.88822	25392	0	0
2019.01.15	21:00:00	0.88822	0.88950	0.88548	0.88582	15702	0	0
2019.01.15	22:00:00	0.88583	0.88754	0.88560	0.88733	3959	0	0
2019.01.15	23:00:00	0.88649	0.88732	0.88589	0.88651	5641	0	0
2019.01.16	00:00:00	0.88650	0.88714	0.88637	0.88675	2039	0	0
2019.01.16	01:00:00	0.88676	0.88779	0.88663	0.88740	3098	0	0
2019.01.16	02:00:00	0.88740	0.88895	0.88737	0.88793	2690	0	1
2019.01.16	03:00:00	0.88793	0.88815	0.88774	0.88785	2265	0	0
2019.01.16	04:00:00	0.88786	0.88790	0.88725	0.88738	1832	0	0
2019.01.16	05:00:00	0.88738	0.88750	0.88705	0.88744	1820	0	0
2019.01.16	06:00:00	0.88744	0.88755	0.88662	0.88681	2161	0	1
2019.01.16	07:00:00	0.88681	0.88788	0.88678	0.88741	2899	0	0
2019.01.16	08:00:00	0.88742	0.88745	0.88504	0.88624	10499	0	0
2019.01.16	09:00:00	0.88624	0.88788	0.88424	0.88766	17903	0	0
2019.01.16	10:00:00	0.88765	0.88769	0.88548	0.88621	10204	0	0
2019.01.16	11:00:00	0.88621	0.88712	0.88581	0.88629	9147	0	0
2019.01.16	12:00:00	0.88629	0.88663	0.88537	0.88548	11347	0	0
2019.01.16	13:00:00	0.88547	0.88687	0.88396	0.88436	14634	0	0
2019.01.16	14:00:00	0.88437	0.88657	0.88389	0.88637	9553	0	0
2019.01.16	15:00:00	0.88638	0.88680	0.88442	0.88460	10058	0	0
2019.01.16	16:00:00	0.88459	0.88616	0.88423	0.88600	12218	0	0
2019.01.16	17:00:00	0.88599	0.88709	0.88553	0.88696	9725	0	0
2019.01.16	18:00:00	0.88695	0.88774	0.88473	0.88686	9737	0	0
2019.01.16	19:00:00	0.88687	0.88793	0.88662	0.88703	4055	0	0
2019.01.16	20:00:00	0.88698	0.88732	0.88530	0.88553	8809	0	0
2019.01.16	21:00:00	0.88552	0.88565	0.88397	0.88438	5928	0	0
2019.01.16	22:00:00	0.88437	0.88507	0.88403	0.88437	2415	0	0
2019.01.16	23:00:00	0.88421	0.88481	0.88410	0.88473	7432	0	10
2019.01.17	00:00:00	0.88472	0.88488	0.88427	0.88448	2883	0	0
2019.01.17	01:00:00	0.88449	0.88500	0.88445	0.88466	2130	0	0
2019.01.17	02:00:00	0.88465	0.88496	0.88424	0.88426	2469	0	0
2019.01.17	03:00:00	0.88425	0.88483	0.88417	0.88462	1881	0	1
2019.01.17	04:00:00	0.88461	0.88485	0.88456	0.88467	1369	0	1
2019.01.17	05:00:00	0.88467	0.88488	0.88431	0.88436	1568	0	1
2019.01.17	06:00:00	0.88436	0.88462	0.88411	0.88420	1616	0	1
2019.01.17	07:00:00	0.88421	0.88493	0.88421	0.88490	1960	0	0
2019.01.17	08:00:00	0.88490	0.88567	0.88425	0.88561	8751	0	0
2019.01.17	09:00:00	0.88561	0.88700	0.88507	0.88563	12250	0	0
2019.01.17	10:00:00	0.88563	0.88613	0.88439	0.88454	8912	0	0
2019.01.17	11:00:00	0.88454	0.88554	0.88411	0.88474	8948	0	0
2019.01.17	12:00:00	0.88472	0.88559	0.88311	0.88426	15864	0	0
2019.01.17	13:00:00	0.88427	0.88483	0.88327	0.88328	9362	0	0
2019.01.17	14:00:00	0.88327	0.88356	0.88179	0.88257	13524	0	0
2019.01.17	15:00:00	0.88258	0.88265	0.88162	0.88173	8722	0	0
2019.01.17	16:00:00	0.88173	0.88308	0.88131	0.88160	14177	0	0
2019.01.17	17:00:00	0.88160	0.88192	0.87985	0.87992	13532	0	0
2019.01.17	18:00:00	0.87993	0.88034	0.87817	0.87841	5997	0	0
2019.01.17	19:00:00	0.87841	0.87846	0.87702	0.87719	5972	0	0
2019.01.17	20:00:00	0.87720	0.87733	0.87634	0.87689	10557	0	0
2019.01.17	21:00:00	0.87687	0.87777	0.87663	0.87702	5199	0	0
2019.01.17	22:00:00	0.87702	0.87717	0.87663	0.87694	2088	0	0
2019.01.17	23:00:00	0.87679	0.87713	0.87593	0.87686	5668	0	9
2019.01.18	00:00:00	0.87686	0.87756	0.87680	0.87741	2311	0	0
2019.01.18	01:00:00	0.87741	0.87881	0.87734	0.87803	2698	0	0
2019.01.18	02:00:00	0.87802	0.87841	0.87739	0.87744	2648	0	0
2019.01.18	03:00:00	0.87744	0.87839	0.87706	0.87832	1825	0	0
2019.01.18	04:00:00	0.87833	0.87879	0.87815	0.87830	1576	0	1
2019.01.18	05:00:00	0.87830	0.87843	0.87747	0.87749	1490	0	1
2019.01.18	06:00:00	0.87748	0.87779	0.87736	0.87769	1301	0	0
2019.01.18	07:00:00	0.87769	0.87877	0.87714	0.87821	2510	0	0
2019.01.18	08:00:00	0.87820	0.87953	0.87804	0.87930	4422	0	0
2019.01.18	09:00:00	0.87930	0.88070	0.87912	0.88048	8588	0	0
2019.01.18	10:00:00	0.88049	0.88144	0.88012	0.88089	7176	0	0
2019.01.18	11:00:00	0.88089	0.88194	0.88036	0.88107	7857	0	0
2019.01.18	12:00:00	0.88106	0.88223	0.87980	0.88181	6468	0	0
2019.01.18	13:00:00	0.88180	0.88211	0.88107	0.88141	5670	0	0
2019.01.18	14:00:00	0.88141	0.88165	0.88074	0.88149	5776	0	0
2019.01.18	15:00:00	0.88150	0.88233	0.88085	0.88110	11003	0	0
2019.01.18	16:00:00	0.88113	0.88148	0.88015	0.88076	13964	0	0
2019.01.18	17:00:00	0.88076	0.88120	0.88015	0.88098	6277	0	0
2019.01.18	18:00:00	0.88097	0.88173	0.88043	0.88136	3765	0	0
2019.01.18	19:00:00	0.88135	0.88229	0.88134	0.88221	4760	0	0
2019.01.18	20:00:00	0.88221	0.88348	0.88219	0.88320	4815	0	0
2019.01.18	21:00:00	0.88319	0.88388	0.88311	0.88337	4435	0	0
2019.01.20	23:00:00	0.88164	0.88324	0.88160	0.88307	3502	0	1
2019.01.21	00:00:00	0.88306	0.88452	0.88191	0.88428	2007	0	0
2019.01.21	01:00:00	0.88426	0.88467	0.88394	0.88457	2151	0	0
2019.01.21	02:00:00	0.88457	0.88462	0.88403	0.88425	1969	0	4
2019.01.21	03:00:00	0.88426	0.88485	0.88419	0.88422	2163	0	0
2019.01.21	04:00:00	0.88422	0.88462	0.88421	0.88447	1108	0	1
2019.01.21	05:00:00	0.88448	0.88453	0.88387	0.88424	960	0	0
2019.01.21	06:00:00	0.88425	0.88428	0.88381	0.88412	1082	0	1
2019.01.21	07:00:00	0.88412	0.88439	0.88379	0.88399	1670	0	1
2019.01.21	08:00:00	0.88399	0.88478	0.88384	0.88474	4358	0	0
2019.01.21	09:00:00	0.88473	0.88564	0.88442	0.88526	6391	0	0
2019.01.21	10:00:00	0.88526	0.88623	0.88500	0.88590	5916	0	0
2019.01.21	11:00:00	0.88589	0.88621	0.88465	0.88469	4487	0	0
2019.01.21	12:00:00	0.88469	0.88526	0.88300	0.88312	5359	0	0
2019.01.21	13:00:00	0.88312	0.88335	0.88196	0.88233	5293	0	0
2019.01.21	14:00:00	0.88233	0.88344	0.88230	0.88339	3665	0	0
2019.01.21	15:00:00	0.88339	0.88371	0.88249	0.88328	3654	0	0
2019.01.21	16:00:00	0.88328	0.88425	0.88117	0.88127	6599	0	0
2019.01.21	17:00:00	0.88128	0.88188	0.88063	0.88123	6369	0	0
2019.01.21	18:00:00	0.88124	0.88166	0.88105	0.88146	1970	0	0
2019.01.21	19:00:00	0.88145	0.88226	0.88082	0.88191	5883	0	1
2019.01.21	20:00:00	0.88190	0.88215	0.88153	0.88197	2027	0	7
2019.01.21	21:00:00	0.88198	0.88199	0.88094	0.88165	1833	0	1
2019.01.21	22:00:00	0.88164	0.88179	0.88111	0.88128	4146	0	10
2019.01.21	23:00:00	0.88136	0.88170	0.88090	0.88144	8984	0	6
2019.01.22	00:00:00	0.88145	0.88198	0.88145	0.88193	2116	0	1
2019.01.22	01:00:00	0.88192	0.88229	0.88132	0.88197	1835	0	0
2019.01.22	02:00:00	0.88198	0.88228	0.88176	0.88219	1584	0	1
2019.01.22	03:00:00	0.88220	0.88230	0.88175	0.88194	1217	0	1
2019.01.22	04:00:00	0.88194	0.88230	0.88179	0.88220	1352	0	1
2019.01.22	05:00:00	0.88219	0.88241	0.88159	0.88187	2828	0	0
2019.01.22	06:00:00	0.88187	0.88237	0.88183	0.88223	1714	0	1
2019.01.22	07:00:00	0.88223	0.88230	0.88157	0.88173	1932	0	0
2019.01.22	08:00:00	0.88172	0.88283	0.88158	0.88222	6337	0	0
2019.01.22	09:00:00	0.88221	0.88284	0.88135	0.88149	8832	0	0
2019.01.22	10:00:00	0.88150	0.88190	0.87951	0.87969	7502	0	0
2019.01.22	11:00:00	0.87969	0.87986	0.87910	0.87977	5676	0	0
2019.01.22	12:00:00	0.87977	0.88118	0.87962	0.88083	4903	0	0
2019.01.22	13:00:00	0.88082	0.88130	0.88011	0.88032	5920	0	0
