<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.07.14	16:00:00	0.91045	0.91126	0.90909	0.90981	12456	0	0
2020.07.14	17:00:00	0.90981	0.90990	0.90845	0.90921	7796	0	0
2020.07.14	18:00:00	0.90920	0.90928	0.90842	0.90880	3691	0	0
2020.07.14	19:00:00	0.90880	0.90889	0.90746	0.90766	3110	0	0
2020.07.14	20:00:00	0.90765	0.90810	0.90729	0.90739	3399	0	0
2020.07.14	21:00:00	0.90739	0.90769	0.90724	0.90739	3637	0	0
2020.07.14	22:00:00	0.90740	0.90815	0.90738	0.90796	1580	0	0
2020.07.14	23:00:00	0.90757	0.90858	0.90670	0.90748	1618	0	0
2020.07.15	00:00:00	0.90745	0.90811	0.90733	0.90749	1772	0	0
2020.07.15	01:00:00	0.90749	0.90790	0.90740	0.90777	1109	0	0
2020.07.15	02:00:00	0.90778	0.90787	0.90748	0.90771	2703	0	0
2020.07.15	03:00:00	0.90772	0.90777	0.90688	0.90702	3175	0	0
2020.07.15	04:00:00	0.90703	0.90719	0.90665	0.90679	2022	0	0
2020.07.15	05:00:00	0.90679	0.90714	0.90674	0.90679	1393	0	0
2020.07.15	06:00:00	0.90678	0.90684	0.90617	0.90629	822	0	0
2020.07.15	07:00:00	0.90631	0.90666	0.90590	0.90625	3345	0	0
2020.07.15	08:00:00	0.90625	0.90663	0.90564	0.90588	4029	0	0
2020.07.15	09:00:00	0.90588	0.90737	0.90520	0.90707	8093	0	0
2020.07.15	10:00:00	0.90709	0.90770	0.90612	0.90728	6848	0	0
2020.07.15	11:00:00	0.90728	0.90743	0.90633	0.90666	4637	0	0
2020.07.15	12:00:00	0.90666	0.90687	0.90510	0.90612	5784	0	0
2020.07.15	13:00:00	0.90611	0.90644	0.90547	0.90550	5128	0	0
2020.07.15	14:00:00	0.90550	0.90625	0.90496	0.90498	4446	0	0
2020.07.15	15:00:00	0.90503	0.90659	0.90481	0.90649	7136	0	0
2020.07.15	16:00:00	0.90650	0.90673	0.90447	0.90453	8619	0	0
2020.07.15	17:00:00	0.90454	0.90679	0.90438	0.90626	7207	0	0
2020.07.15	18:00:00	0.90630	0.90690	0.90594	0.90636	4167	0	0
2020.07.15	19:00:00	0.90635	0.90644	0.90553	0.90640	2429	0	0
2020.07.15	20:00:00	0.90640	0.90665	0.90600	0.90653	2144	0	0
2020.07.15	21:00:00	0.90652	0.90658	0.90619	0.90621	2151	0	0
2020.07.15	22:00:00	0.90621	0.90665	0.90613	0.90645	908	0	0
2020.07.15	23:00:00	0.90649	0.90681	0.90582	0.90636	370	0	0
2020.07.16	00:00:00	0.90635	0.90664	0.90620	0.90642	852	0	0
2020.07.16	01:00:00	0.90643	0.90685	0.90643	0.90676	687	0	0
2020.07.16	02:00:00	0.90674	0.90815	0.90673	0.90790	1934	0	0
2020.07.16	03:00:00	0.90790	0.90806	0.90731	0.90784	2404	0	0
2020.07.16	04:00:00	0.90783	0.90838	0.90754	0.90826	2663	0	0
2020.07.16	05:00:00	0.90827	0.90855	0.90808	0.90814	1335	0	0
2020.07.16	06:00:00	0.90814	0.90841	0.90807	0.90820	988	0	0
2020.07.16	07:00:00	0.90820	0.90861	0.90803	0.90807	1665	0	0
2020.07.16	08:00:00	0.90808	0.90898	0.90786	0.90875	3649	0	0
2020.07.16	09:00:00	0.90876	0.90917	0.90786	0.90858	5664	0	0
2020.07.16	10:00:00	0.90856	0.90953	0.90800	0.90843	5775	0	0
2020.07.16	11:00:00	0.90844	0.90923	0.90778	0.90889	4973	0	0
2020.07.16	12:00:00	0.90889	0.90932	0.90825	0.90927	4140	0	0
2020.07.16	13:00:00	0.90932	0.90958	0.90806	0.90906	4706	0	0
2020.07.16	14:00:00	0.90907	0.90929	0.90779	0.90856	7812	0	0
2020.07.16	15:00:00	0.90849	0.90868	0.90746	0.90792	8001	0	0
2020.07.16	16:00:00	0.90791	0.90863	0.90718	0.90731	6560	0	0
2020.07.16	17:00:00	0.90737	0.90740	0.90558	0.90584	4750	0	0
2020.07.16	18:00:00	0.90584	0.90684	0.90575	0.90637	3782	0	0
2020.07.16	19:00:00	0.90638	0.90662	0.90584	0.90649	5130	0	0
2020.07.16	20:00:00	0.90648	0.90705	0.90616	0.90697	3250	0	0
2020.07.16	21:00:00	0.90696	0.90707	0.90653	0.90685	2831	0	0
2020.07.16	22:00:00	0.90685	0.90707	0.90653	0.90659	1519	0	0
2020.07.16	23:00:00	0.90653	0.90666	0.90584	0.90645	635	0	22
2020.07.17	00:00:00	0.90643	0.90686	0.90635	0.90675	725	0	0
2020.07.17	01:00:00	0.90674	0.90688	0.90657	0.90674	847	0	0
2020.07.17	02:00:00	0.90674	0.90679	0.90590	0.90619	1492	0	0
2020.07.17	03:00:00	0.90619	0.90633	0.90583	0.90602	1805	0	0
2020.07.17	04:00:00	0.90602	0.90621	0.90576	0.90611	1151	0	0
2020.07.17	05:00:00	0.90602	0.90631	0.90595	0.90626	1076	0	0
2020.07.17	06:00:00	0.90626	0.90637	0.90589	0.90618	868	0	0
2020.07.17	07:00:00	0.90618	0.90661	0.90599	0.90650	1671	0	0
2020.07.17	08:00:00	0.90650	0.90726	0.90637	0.90698	2153	0	0
2020.07.17	09:00:00	0.90692	0.90805	0.90677	0.90782	3596	0	0
2020.07.17	10:00:00	0.90783	0.90896	0.90765	0.90866	3605	0	0
2020.07.17	11:00:00	0.90866	0.90997	0.90855	0.90977	3517	0	0
2020.07.17	12:00:00	0.90978	0.91085	0.90934	0.91041	3716	0	0
2020.07.17	13:00:00	0.91042	0.91104	0.91001	0.91034	2843	0	0
2020.07.17	14:00:00	0.91035	0.91272	0.91028	0.91231	4290	0	0
2020.07.17	15:00:00	0.91232	0.91285	0.91107	0.91212	4560	0	0
2020.07.17	16:00:00	0.91210	0.91350	0.91105	0.91122	4883	0	0
2020.07.17	17:00:00	0.91121	0.91194	0.91107	0.91142	4057	0	0
2020.07.17	18:00:00	0.91143	0.91146	0.91025	0.91066	3428	0	0
2020.07.17	19:00:00	0.91065	0.91123	0.91047	0.91068	2127	0	0
2020.07.17	20:00:00	0.91068	0.91068	0.90971	0.91011	2467	0	0
2020.07.17	21:00:00	0.91013	0.91036	0.90969	0.90987	2315	0	0
2020.07.19	23:00:00	0.90834	0.91102	0.90825	0.90879	1650	0	0
2020.07.20	00:00:00	0.90879	0.91015	0.90842	0.90994	1547	0	0
2020.07.20	01:00:00	0.90995	0.91048	0.90987	0.91018	1462	0	0
2020.07.20	02:00:00	0.91019	0.91059	0.90976	0.91031	2657	0	0
2020.07.20	03:00:00	0.91034	0.91166	0.91014	0.91136	3551	0	0
2020.07.20	04:00:00	0.91136	0.91219	0.91116	0.91188	1960	0	0
2020.07.20	05:00:00	0.91187	0.91208	0.91157	0.91191	1997	0	0
2020.07.20	06:00:00	0.91190	0.91314	0.91158	0.91314	2853	0	0
2020.07.20	07:00:00	0.91315	0.91329	0.91239	0.91324	4041	0	0
2020.07.20	08:00:00	0.91326	0.91380	0.91259	0.91280	4710	0	0
2020.07.20	09:00:00	0.91281	0.91284	0.91038	0.91102	6927	0	0
2020.07.20	10:00:00	0.91102	0.91136	0.91017	0.91021	6160	0	0
2020.07.20	11:00:00	0.91021	0.91029	0.90948	0.90998	3898	0	0
2020.07.20	12:00:00	0.90991	0.91000	0.90861	0.90876	3857	0	0
2020.07.20	13:00:00	0.90871	0.90885	0.90595	0.90600	6764	0	0
2020.07.20	14:00:00	0.90599	0.90623	0.90423	0.90438	6315	0	0
2020.07.20	15:00:00	0.90437	0.90488	0.90305	0.90420	7920	0	0
2020.07.20	16:00:00	0.90420	0.90500	0.90350	0.90457	6148	0	0
2020.07.20	17:00:00	0.90457	0.90556	0.90389	0.90407	4382	0	0
2020.07.20	18:00:00	0.90407	0.90451	0.90394	0.90417	2224	0	0
2020.07.20	19:00:00	0.90417	0.90467	0.90359	0.90363	2499	0	0
2020.07.20	20:00:00	0.90363	0.90385	0.90318	0.90337	1592	0	0
2020.07.20	21:00:00	0.90334	0.90452	0.90334	0.90443	1518	0	0
2020.07.20	22:00:00	0.90442	0.90453	0.90404	0.90405	1589	0	0
2020.07.20	23:00:00	0.90345	0.90413	0.90337	0.90398	902	0	0
2020.07.21	00:00:00	0.90401	0.90436	0.90381	0.90426	637	0	0
2020.07.21	01:00:00	0.90425	0.90494	0.90422	0.90479	1425	0	0
2020.07.21	02:00:00	0.90478	0.90491	0.90350	0.90401	3313	0	0
2020.07.21	03:00:00	0.90403	0.90426	0.90355	0.90415	2132	0	0
2020.07.21	04:00:00	0.90416	0.90423	0.90370	0.90389	1910	0	0
2020.07.21	05:00:00	0.90388	0.90424	0.90314	0.90349	4475	0	0
2020.07.21	06:00:00	0.90350	0.90377	0.90292	0.90321	3063	0	0
2020.07.21	07:00:00	0.90320	0.90321	0.90234	0.90251	2554	0	0
2020.07.21	08:00:00	0.90260	0.90269	0.90117	0.90176	4668	0	0
2020.07.21	09:00:00	0.90177	0.90290	0.90113	0.90283	8743	0	0
2020.07.21	10:00:00	0.90284	0.90298	0.90090	0.90136	4989	0	0
2020.07.21	11:00:00	0.90136	0.90219	0.90089	0.90183	3858	0	0
2020.07.21	12:00:00	0.90182	0.90279	0.90047	0.90049	4813	0	0
2020.07.21	13:00:00	0.90050	0.90148	0.90009	0.90102	4371	0	0
2020.07.21	14:00:00	0.90102	0.90123	0.90011	0.90033	4101	0	0
2020.07.21	15:00:00	0.90034	0.90229	0.90019	0.90131	6563	0	0
2020.07.21	16:00:00	0.90129	0.90222	0.90073	0.90114	9051	0	0
2020.07.21	17:00:00	0.90115	0.90275	0.90083	0.90250	5351	0	0
2020.07.21	18:00:00	0.90250	0.90368	0.90195	0.90367	5172	0	0
2020.07.21	19:00:00	0.90369	0.90458	0.90352	0.90365	4544	0	0
2020.07.21	20:00:00	0.90363	0.90433	0.90351	0.90378	3422	0	0
2020.07.21	21:00:00	0.90378	0.90512	0.90353	0.90509	4566	0	0
2020.07.21	22:00:00	0.90510	0.90583	0.90458	0.90531	1747	0	0
2020.07.21	23:00:00	0.90563	0.90681	0.90515	0.90620	1572	0	0
2020.07.22	00:00:00	0.90623	0.90654	0.90571	0.90586	3580	0	0
2020.07.22	01:00:00	0.90587	0.90659	0.90585	0.90593	1532	0	0
2020.07.22	02:00:00	0.90594	0.90604	0.90523	0.90560	1746	0	0
2020.07.22	03:00:00	0.90560	0.90673	0.90558	0.90656	2919	0	0
2020.07.22	04:00:00	0.90656	0.90722	0.90650	0.90703	2239	0	0
2020.07.22	05:00:00	0.90701	0.90732	0.90669	0.90693	1510	0	0
2020.07.22	06:00:00	0.90692	0.90730	0.90676	0.90718	1421	0	0
2020.07.22	07:00:00	0.90719	0.90739	0.90673	0.90691	1621	0	0
2020.07.22	08:00:00	0.90692	0.90734	0.90602	0.90722	3992	0	0
2020.07.22	09:00:00	0.90721	0.90929	0.90678	0.90873	11791	0	0
2020.07.22	10:00:00	0.90873	0.91070	0.90865	0.91037	8719	0	0
2020.07.22	11:00:00	0.91037	0.91180	0.91032	0.91082	6209	0	0
2020.07.22	12:00:00	0.91081	0.91367	0.91068	0.91150	7711	0	0
2020.07.22	13:00:00	0.91151	0.91215	0.91077	0.91180	6037	0	0
2020.07.22	14:00:00	0.91185	0.91226	0.91020	0.91196	7214	0	0
2020.07.22	15:00:00	0.91196	0.91292	0.91137	0.91145	8407	0	0
2020.07.22	16:00:00	0.91137	0.91165	0.90939	0.91049	9936	0	0
2020.07.22	17:00:00	0.91050	0.91094	0.90961	0.91027	7272	0	0
2020.07.22	18:00:00	0.91027	0.91065	0.90888	0.90892	3964	0	0
2020.07.22	19:00:00	0.90894	0.90928	0.90807	0.90878	3415	0	0
2020.07.22	20:00:00	0.90878	0.90907	0.90805	0.90824	2771	0	0
2020.07.22	21:00:00	0.90824	0.90881	0.90803	0.90867	2797	0	0
2020.07.22	22:00:00	0.90866	0.90866	0.90794	0.90843	1967	0	0
2020.07.22	23:00:00	0.90747	0.91004	0.90741	0.90872	673	0	0
2020.07.23	00:00:00	0.90869	0.90929	0.90845	0.90848	1246	0	0
2020.07.23	01:00:00	0.90849	0.90881	0.90819	0.90860	1342	0	0
2020.07.23	02:00:00	0.90868	0.90890	0.90846	0.90871	2190	0	0
2020.07.23	03:00:00	0.90871	0.90913	0.90860	0.90890	3716	0	0
2020.07.23	04:00:00	0.90890	0.90915	0.90875	0.90904	2136	0	0
2020.07.23	05:00:00	0.90905	0.90923	0.90883	0.90906	1455	0	0
2020.07.23	06:00:00	0.90908	0.90913	0.90861	0.90884	1847	0	0
2020.07.23	07:00:00	0.90885	0.90951	0.90877	0.90923	1692	0	0
2020.07.23	08:00:00	0.90922	0.90965	0.90869	0.90943	4109	0	0
2020.07.23	09:00:00	0.90941	0.91107	0.90890	0.91026	8471	0	0
2020.07.23	10:00:00	0.91026	0.91195	0.91010	0.91108	6752	0	0
2020.07.23	11:00:00	0.91110	0.91178	0.91031	0.91060	4496	0	0
2020.07.23	12:00:00	0.91058	0.91170	0.91033	0.91161	4856	0	0
2020.07.23	13:00:00	0.91161	0.91248	0.91095	0.91186	5709	0	0
2020.07.23	14:00:00	0.91186	0.91234	0.91009	0.91059	7717	0	0
2020.07.23	15:00:00	0.91058	0.91177	0.91000	0.91062	7388	0	0
2020.07.23	16:00:00	0.91063	0.91164	0.90946	0.90969	8110	0	0
2020.07.23	17:00:00	0.90971	0.91140	0.90900	0.91097	10380	0	0
2020.07.23	18:00:00	0.91098	0.91179	0.91069	0.91173	5496	0	0
2020.07.23	19:00:00	0.91174	0.91184	0.91095	0.91098	4697	0	0
2020.07.23	20:00:00	0.91098	0.91127	0.91082	0.91097	5079	0	0
2020.07.23	21:00:00	0.91096	0.91100	0.91029	0.91048	3968	0	0
2020.07.23	22:00:00	0.91049	0.91072	0.90999	0.91019	2146	0	0
2020.07.23	23:00:00	0.90989	0.91106	0.90962	0.91025	641	0	0
2020.07.24	00:00:00	0.91072	0.91072	0.90996	0.91054	1924	0	0
2020.07.24	01:00:00	0.91054	0.91092	0.91053	0.91082	1897	0	0
2020.07.24	02:00:00	0.91082	0.91091	0.91023	0.91025	3043	0	0
2020.07.24	03:00:00	0.91024	0.91069	0.90960	0.91035	3452	0	0
2020.07.24	04:00:00	0.91033	0.91101	0.91033	0.91061	1616	0	0
2020.07.24	05:00:00	0.91061	0.91129	0.91051	0.91112	2604	0	0
2020.07.24	06:00:00	0.91113	0.91162	0.91065	0.91084	2566	0	0
2020.07.24	07:00:00	0.91082	0.91122	0.91051	0.91099	3111	0	0
2020.07.24	08:00:00	0.91097	0.91173	0.91051	0.91101	4527	0	0
2020.07.24	09:00:00	0.91100	0.91240	0.91082	0.91138	10199	0	0
2020.07.24	10:00:00	0.91138	0.91250	0.91066	0.91140	8900	0	0
2020.07.24	11:00:00	0.91134	0.91162	0.91030	0.91066	5850	0	0
2020.07.24	12:00:00	0.91066	0.91112	0.90969	0.90984	5351	0	0
2020.07.24	13:00:00	0.90984	0.90992	0.90834	0.90968	5356	0	0
2020.07.24	14:00:00	0.90966	0.91076	0.90947	0.91017	6047	0	0
2020.07.24	15:00:00	0.91011	0.91035	0.90885	0.90981	7820	0	0
2020.07.24	16:00:00	0.90980	0.91036	0.90865	0.90903	9784	0	0
2020.07.24	17:00:00	0.90903	0.91013	0.90871	0.90967	4625	0	0
2020.07.24	18:00:00	0.90967	0.91047	0.90966	0.91002	3177	0	0
2020.07.24	19:00:00	0.91001	0.91085	0.90988	0.90991	2994	0	0
2020.07.24	20:00:00	0.90991	0.91020	0.90963	0.90983	2786	0	0
2020.07.24	21:00:00	0.90984	0.91037	0.90980	0.91031	2648	0	0
2020.07.26	23:00:00	0.90987	0.91072	0.90939	0.90993	147	0	0
2020.07.27	00:00:00	0.90993	0.91113	0.90993	0.91078	2031	0	0
2020.07.27	01:00:00	0.91078	0.91105	0.91030	0.91052	3588	0	0
2020.07.27	02:00:00	0.91052	0.91249	0.91030	0.91191	6256	0	0
2020.07.27	03:00:00	0.91192	0.91201	0.91114	0.91137	4572	0	0
2020.07.27	04:00:00	0.91136	0.91174	0.91070	0.91152	4176	0	0
2020.07.27	05:00:00	0.91145	0.91208	0.91134	0.91184	3945	0	0
2020.07.27	06:00:00	0.91183	0.91197	0.91116	0.91176	2915	0	0
2020.07.27	07:00:00	0.91176	0.91251	0.91151	0.91230	2280	0	0
2020.07.27	08:00:00	0.91232	0.91333	0.91230	0.91333	4412	0	0
2020.07.27	09:00:00	0.91332	0.91392	0.91163	0.91163	7187	0	0
2020.07.27	10:00:00	0.91161	0.91270	0.91085	0.91089	6808	0	0
2020.07.27	11:00:00	0.91090	0.91157	0.91001	0.91130	5163	0	0
2020.07.27	12:00:00	0.91130	0.91185	0.91104	0.91105	5138	0	0
2020.07.27	13:00:00	0.91105	0.91269	0.91040	0.91231	5666	0	0
2020.07.27	14:00:00	0.91231	0.91483	0.91198	0.91330	9210	0	0
2020.07.27	15:00:00	0.91330	0.91391	0.91232	0.91348	9191	0	0
2020.07.27	16:00:00	0.91347	0.91404	0.91279	0.91315	9918	0	0
2020.07.27	17:00:00	0.91315	0.91393	0.91177	0.91184	6533	0	0
2020.07.27	18:00:00	0.91184	0.91298	0.91183	0.91233	6009	0	0
2020.07.27	19:00:00	0.91233	0.91332	0.91204	0.91311	3629	0	0
2020.07.27	20:00:00	0.91311	0.91383	0.91286	0.91286	2806	0	0
2020.07.27	21:00:00	0.91287	0.91292	0.91220	0.91264	3151	0	0
2020.07.27	22:00:00	0.91264	0.91298	0.91214	0.91233	1788	0	0
2020.07.27	23:00:00	0.91129	0.91253	0.91046	0.91136	1578	0	0
2020.07.28	00:00:00	0.91136	0.91266	0.91136	0.91243	2305	0	0
2020.07.28	01:00:00	0.91244	0.91327	0.91220	0.91308	2817	0	0
2020.07.28	02:00:00	0.91306	0.91347	0.91269	0.91318	3361	0	0
2020.07.28	03:00:00	0.91319	0.91325	0.91209	0.91245	4337	0	0
2020.07.28	04:00:00	0.91245	0.91259	0.91185	0.91199	3400	0	0
2020.07.28	05:00:00	0.91199	0.91287	0.91183	0.91213	5957	0	0
2020.07.28	06:00:00	0.91213	0.91268	0.91192	0.91244	3389	0	0
2020.07.28	07:00:00	0.91244	0.91305	0.91218	0.91242	3173	0	0
2020.07.28	08:00:00	0.91242	0.91256	0.91132	0.91156	5498	0	0
2020.07.28	09:00:00	0.91158	0.91233	0.91110	0.91136	7719	0	0
2020.07.28	10:00:00	0.91130	0.91143	0.90981	0.91002	6495	0	0
2020.07.28	11:00:00	0.91002	0.91143	0.90920	0.91112	4672	0	0
2020.07.28	12:00:00	0.91113	0.91180	0.91059	0.91123	4016	0	0
2020.07.28	13:00:00	0.91123	0.91192	0.90963	0.90989	6094	0	0
2020.07.28	14:00:00	0.90989	0.91061	0.90930	0.91046	5226	0	0
2020.07.28	15:00:00	0.91046	0.91121	0.90788	0.90807	8387	0	0
2020.07.28	16:00:00	0.90805	0.90814	0.90594	0.90601	10987	0	0
2020.07.28	17:00:00	0.90600	0.90653	0.90571	0.90602	5963	0	0
2020.07.28	18:00:00	0.90606	0.90673	0.90596	0.90628	3132	0	0
2020.07.28	19:00:00	0.90628	0.90676	0.90590	0.90591	2671	0	0
2020.07.28	20:00:00	0.90592	0.90633	0.90546	0.90560	2757	0	0
2020.07.28	21:00:00	0.90560	0.90582	0.90527	0.90576	2499	0	0
2020.07.28	22:00:00	0.90581	0.90648	0.90554	0.90616	1517	0	0
2020.07.28	23:00:00	0.90543	0.90664	0.90525	0.90608	645	0	0
2020.07.29	00:00:00	0.90615	0.90667	0.90587	0.90658	1045	0	0
2020.07.29	01:00:00	0.90658	0.90688	0.90639	0.90669	942	0	0
2020.07.29	02:00:00	0.90666	0.90678	0.90613	0.90662	3641	0	0
2020.07.29	03:00:00	0.90660	0.90741	0.90642	0.90724	2734	0	0
2020.07.29	04:00:00	0.90724	0.90771	0.90707	0.90749	2819	0	0
2020.07.29	05:00:00	0.90748	0.90784	0.90670	0.90758	3561	0	0
2020.07.29	06:00:00	0.90759	0.90801	0.90722	0.90795	2413	0	0
2020.07.29	07:00:00	0.90794	0.90813	0.90763	0.90809	2503	0	0
2020.07.29	08:00:00	0.90808	0.90874	0.90774	0.90817	4051	0	0
2020.07.29	09:00:00	0.90816	0.90855	0.90651	0.90698	8111	0	0
2020.07.29	10:00:00	0.90699	0.90715	0.90620	0.90620	4694	0	0
2020.07.29	11:00:00	0.90620	0.90636	0.90563	0.90583	4932	0	0
2020.07.29	12:00:00	0.90586	0.90637	0.90530	0.90604	4753	0	0
2020.07.29	13:00:00	0.90604	0.90604	0.90408	0.90420	5084	0	0
2020.07.29	14:00:00	0.90420	0.90480	0.90350	0.90476	5143	0	0
2020.07.29	15:00:00	0.90477	0.90620	0.90463	0.90527	7601	0	0
2020.07.29	16:00:00	0.90528	0.90851	0.90519	0.90808	8470	0	0
2020.07.29	17:00:00	0.90809	0.90872	0.90693	0.90716	5715	0	0
2020.07.29	18:00:00	0.90715	0.90806	0.90702	0.90750	3584	0	0
2020.07.29	19:00:00	0.90750	0.90772	0.90691	0.90698	3922	0	0
2020.07.29	20:00:00	0.90709	0.90789	0.90646	0.90761	12939	0	0
2020.07.29	21:00:00	0.90761	0.90809	0.90665	0.90695	11736	0	0
2020.07.29	22:00:00	0.90696	0.90778	0.90691	0.90715	2376	0	0
2020.07.29	23:00:00	0.90680	0.90762	0.90548	0.90687	630	0	0
2020.07.30	00:00:00	0.90684	0.90760	0.90684	0.90745	974	0	0
2020.07.30	01:00:00	0.90745	0.90783	0.90724	0.90772	2154	0	0
2020.07.30	02:00:00	0.90760	0.90778	0.90700	0.90711	4893	0	0
2020.07.30	03:00:00	0.90702	0.90718	0.90681	0.90685	4422	0	0
2020.07.30	04:00:00	0.90685	0.90733	0.90673	0.90696	2159	0	0
2020.07.30	05:00:00	0.90696	0.90726	0.90685	0.90692	1689	0	0
2020.07.30	06:00:00	0.90692	0.90717	0.90673	0.90688	2109	0	0
2020.07.30	07:00:00	0.90689	0.90771	0.90685	0.90726	2762	0	0
2020.07.30	08:00:00	0.90725	0.90792	0.90695	0.90745	4550	0	0
2020.07.30	09:00:00	0.90741	0.90772	0.90534	0.90544	7272	0	0
2020.07.30	10:00:00	0.90545	0.90556	0.90405	0.90411	8007	0	0
2020.07.30	11:00:00	0.90412	0.90443	0.90359	0.90415	6391	0	0
2020.07.30	12:00:00	0.90414	0.90462	0.90242	0.90244	5428	0	0
2020.07.30	13:00:00	0.90244	0.90346	0.90204	0.90246	4578	0	0
2020.07.30	14:00:00	0.90246	0.90412	0.90199	0.90376	7054	0	0
2020.07.30	15:00:00	0.90375	0.90450	0.90345	0.90370	11193	0	0
2020.07.30	16:00:00	0.90368	0.90452	0.90164	0.90423	12436	0	0
2020.07.30	17:00:00	0.90424	0.90474	0.90337	0.90453	9053	0	0
2020.07.30	18:00:00	0.90452	0.90469	0.90324	0.90376	5983	0	0
2020.07.30	19:00:00	0.90375	0.90459	0.90353	0.90432	5391	0	0
2020.07.30	20:00:00	0.90433	0.90464	0.90410	0.90436	3366	0	0
2020.07.30	21:00:00	0.90437	0.90504	0.90437	0.90488	2840	0	0
2020.07.30	22:00:00	0.90488	0.90496	0.90416	0.90462	2368	0	0
2020.07.30	23:00:00	0.90397	0.90532	0.90373	0.90439	1118	0	0
2020.07.31	00:00:00	0.90439	0.90500	0.90423	0.90464	1770	0	0
2020.07.31	01:00:00	0.90463	0.90542	0.90420	0.90510	4849	0	0
2020.07.31	02:00:00	0.90510	0.90530	0.90448	0.90483	7107	0	0
2020.07.31	03:00:00	0.90482	0.90521	0.90446	0.90489	3975	0	0
2020.07.31	04:00:00	0.90488	0.90589	0.90467	0.90546	5487	0	0
2020.07.31	05:00:00	0.90545	0.90592	0.90513	0.90575	5089	0	0
2020.07.31	06:00:00	0.90576	0.90616	0.90569	0.90605	3275	0	0
2020.07.31	07:00:00	0.90605	0.90614	0.90536	0.90597	3244	0	0
2020.07.31	08:00:00	0.90596	0.90630	0.90467	0.90591	5531	0	0
2020.07.31	09:00:00	0.90591	0.90629	0.90364	0.90392	7549	0	0
2020.07.31	10:00:00	0.90393	0.90529	0.90313	0.90323	7853	0	0
2020.07.31	11:00:00	0.90324	0.90363	0.90233	0.90262	7568	0	0
2020.07.31	12:00:00	0.90261	0.90345	0.90154	0.90210	4321	0	0
2020.07.31	13:00:00	0.90211	0.90218	0.90069	0.90093	6220	0	0
2020.07.31	14:00:00	0.90092	0.90116	0.90022	0.90040	5652	0	0
2020.07.31	15:00:00	0.90040	0.90053	0.89811	0.89837	11099	0	0
2020.07.31	16:00:00	0.89838	0.90162	0.89805	0.90135	14848	0	0
2020.07.31	17:00:00	0.90135	0.90227	0.89923	0.90022	12151	0	0
2020.07.31	18:00:00	0.90020	0.90045	0.89911	0.90015	9391	0	0
2020.07.31	19:00:00	0.90014	0.90037	0.89925	0.89938	4685	0	0
2020.07.31	20:00:00	0.89939	0.90015	0.89919	0.89957	4235	0	0
2020.07.31	21:00:00	0.89957	0.90031	0.89935	0.89975	4244	0	0
2020.08.02	23:00:00	0.89936	0.90061	0.89914	0.89993	257	0	35
2020.08.03	00:00:00	0.89993	0.90075	0.89962	0.90030	3726	0	0
2020.08.03	01:00:00	0.90030	0.90039	0.89923	0.89929	4829	0	0
2020.08.03	02:00:00	0.89933	0.89966	0.89819	0.89893	9335	0	0
2020.08.03	03:00:00	0.89892	0.89930	0.89822	0.89890	8205	0	0
2020.08.03	04:00:00	0.89892	0.89967	0.89892	0.89944	2800	0	0
2020.08.03	05:00:00	0.89944	0.89968	0.89909	0.89911	1698	0	0
2020.08.03	06:00:00	0.89914	0.89978	0.89912	0.89946	1567	0	0
2020.08.03	07:00:00	0.89947	0.89960	0.89897	0.89925	2248	0	0
2020.08.03	08:00:00	0.89927	0.90013	0.89903	0.89954	4247	0	0
2020.08.03	09:00:00	0.89954	0.90001	0.89896	0.89951	7142	0	0
2020.08.03	10:00:00	0.89950	0.89963	0.89839	0.89905	5368	0	0
2020.08.03	11:00:00	0.89904	0.90126	0.89857	0.90042	5118	0	0
2020.08.03	12:00:00	0.90042	0.90105	0.89945	0.90083	6424	0	0
2020.08.03	13:00:00	0.90083	0.90138	0.89975	0.89975	3572	0	0
2020.08.03	14:00:00	0.89974	0.90046	0.89822	0.89892	5490	0	0
2020.08.03	15:00:00	0.89891	0.90101	0.89843	0.90069	7353	0	0
2020.08.03	16:00:00	0.90071	0.90152	0.90015	0.90075	8097	0	0
2020.08.03	17:00:00	0.90075	0.90081	0.89975	0.90017	5057	0	0
2020.08.03	18:00:00	0.90017	0.90027	0.89917	0.89973	3587	0	0
2020.08.03	19:00:00	0.89973	0.89985	0.89936	0.89941	2980	0	0
2020.08.03	20:00:00	0.89942	0.89977	0.89896	0.89933	2415	0	0
2020.08.03	21:00:00	0.89932	0.90002	0.89927	0.89951	2369	0	0
2020.08.03	22:00:00	0.89951	0.90009	0.89950	0.89952	1443	0	0
2020.08.03	23:00:00	0.89891	0.90019	0.89870	0.89938	2278	0	0
2020.08.04	00:00:00	0.89938	0.89983	0.89926	0.89935	2450	0	0
2020.08.04	01:00:00	0.89934	0.89948	0.89906	0.89918	2598	0	0
2020.08.04	02:00:00	0.89919	0.89957	0.89912	0.89936	2836	0	0
2020.08.04	03:00:00	0.89937	0.89959	0.89929	0.89941	1498	0	0
2020.08.04	04:00:00	0.89940	0.89980	0.89927	0.89952	1674	0	0
2020.08.04	05:00:00	0.89952	0.90009	0.89933	0.90001	2051	0	0
2020.08.04	06:00:00	0.90002	0.90032	0.89981	0.90004	2109	0	0
