delay,period,std_dev,total_return,sharpe_ratio,max_drawdown,trade_count,final_value
15,480,5,-1.4702145578753933,-0.5613396168938714,1.7133958706978665,62,9852.978544212461
15,480,6,-0.12098167657054182,-0.07212601291787456,0.5788211469350426,22,9987.901832342946
15,540,1,-9.284271074533535,-1.7940541017521006,9.33487114689664,1019,9071.572892546646
15,540,2,-3.70623670472785,-0.796586379658381,3.901295204947689,499,9629.376329527215
15,540,3,-2.4176901473782153,-0.6158022060665468,2.831018312981672,248,9758.230985262178
15,540,4,-1.9397736577691838,-0.5815946273907799,2.137798313834446,122,9806.022634223082
15,540,5,-0.9677124363664524,-0.3930447081481475,1.16488043395167,52,9903.228756363354
15,540,6,-0.10202826864715853,-0.056854020305466164,0.5836324699534998,24,9989.797173135285
15,600,1,-8.750832118207995,-1.6870072534694152,8.83198442653295,895,9124.9167881792
15,600,2,-3.6984684708441296,-0.7887897701692063,4.2666960389477735,445,9630.153152915587
15,600,3,-1.676659194021235,-0.42138278877675506,2.2457657768901136,236,9832.334080597877
15,600,4,-1.652388479598399,-0.4894002865481821,1.9246821975965807,116,9834.76115204016
15,600,5,-0.93685077477077,-0.37441879211940354,1.2184159793233573,50,9906.314922522923
15,600,6,-0.02330596588424605,-0.012668198060397434,0.6137032388187618,24,9997.669403411575
15,660,1,-8.123452281077736,-1.5605806090294185,8.243256993762916,837,9187.654771892227
15,660,2,-3.214785610148063,-0.6888287374339246,3.8907054637511367,413,9678.521438985194
15,660,3,-1.2474004511222159,-0.3184566808625811,1.903129345912795,222,9875.259954887779
15,660,4,-1.6350743008741841,-0.47877962582663675,1.8997079608474152,114,9836.492569912582
15,660,5,-0.9976661910997997,-0.3853970187648217,1.1314033286642189,50,9900.23338089002
15,660,6,-0.25573848446117653,-0.13065385836937204,0.606539967095614,26,9974.426151553882
15,720,1,-7.462642018936771,-1.4284509556595257,7.615175037493876,767,9253.735798106323
15,720,2,-3.6637614854322598,-0.7774554126655279,4.287473915223854,383,9633.623851456774
15,720,3,-1.6630556635831684,-0.4115069002535001,2.6701697213553155,208,9833.694433641684
15,720,4,-2.256963304704074,-0.6440866725111181,2.562545847596045,106,9774.303669529592
15,720,5,-1.238554689499416,-0.4529349264654797,1.5341580881597556,48,9876.144531050059
15,720,6,-0.6426491484941788,-0.273913351112704,1.006452100488914,28,9935.735085150582
15,780,1,-7.2787797455288406,-1.3930335571280454,7.34595113020742,727,9272.122025447115
15,780,2,-3.494580074865894,-0.7401779406975475,4.266533629628108,359,9650.54199251341
15,780,3,-1.6877607244568882,-0.41341611790433147,2.629254699151279,200,9831.22392755431
15,780,4,-2.4473652146912217,-0.689379267904146,2.8538782226645445,98,9755.263478530878
15,780,5,-1.3324577904228696,-0.45257634760095833,1.777876111110105,46,9866.754220957713
15,780,6,-1.0416402902989064,-0.4205242851499844,1.4945361756474267,26,9895.835970970109
15,840,1,-7.284534308035107,-1.3905518641589176,7.49536870674328,681,9271.54656919649
15,840,2,-3.819200307815629,-0.8007539041350347,4.6254436255237215,329,9618.079969218437
15,840,3,-1.9413394121303829,-0.463837689966925,2.943342158106178,196,9805.866058786962
15,840,4,-3.357476365098677,-0.9285908983197084,3.762509172346071,88,9664.252363490132
15,840,5,-2.371024623871343,-0.7407831517728115,2.768129965334461,48,9762.897537612866
15,840,6,-1.082366483511743,-0.4351947661874864,1.4548541803892112,24,9891.763351648826
15,900,1,-7.131041975913178,-1.35839036300372,7.5680357591174445,631,9286.895802408682
15,900,2,-3.531768616368003,-0.7354005824469638,4.582716898286518,309,9646.8231383632
15,900,3,-1.7506797988699696,-0.41944897263151676,2.8826206921687714,178,9824.932020113003
15,900,4,-3.4940310650132256,-0.9494852722636737,3.935185592487157,86,9650.596893498678
15,900,5,-1.1008658016268824,-0.36613926927310214,1.7190373591335448,46,9889.913419837312
15,900,6,-1.2802041798754327,-0.5216769808637415,1.5029692665108996,20,9871.979582012456
15,960,1,-6.455659912094214,-1.2329613741864565,6.941996362160446,591,9354.434008790578
15,960,2,-3.7564980510282453,-0.7795812105435241,4.972924422712311,287,9624.350194897175
15,960,3,-1.7124675247036758,-0.4111631444573872,2.8253275696820226,164,9828.753247529632
15,960,4,-2.1517650375312947,-0.6026304082207133,2.77724267926217,84,9784.82349624687
15,960,5,-0.6584993379635806,-0.2205391545524434,1.4684447174490118,44,9934.150066203641
15,960,6,-0.9037703500172745,-0.3855343868790442,1.2595019817128195,20,9909.622964998272
15,1020,1,-5.895412159790991,-1.1261260277698562,6.454608238193928,541,9410.4587840209
15,1020,2,-3.8313504177099222,-0.7958670069662956,4.819224909329367,261,9616.864958229007
15,1020,3,-1.697215205578373,-0.4069321802050332,2.7362878873648917,150,9830.278479442162
15,1020,4,-1.9693396957046971,-0.5603618945817591,2.584273132603047,78,9803.06603042953
15,1020,5,-0.43260844315377023,-0.1455215574520552,1.5086907153947084,42,9956.739155684623
15,1020,6,-0.8742055110110059,-0.3924263314638504,1.2595019817128195,16,9912.5794488989
15,1080,1,-5.203646537809714,-0.9999260031752746,5.6443901330063735,511,9479.635346219029
15,1080,2,-3.4530471968315712,-0.7228422727949255,4.366596305098462,247,9654.695280316842
15,1080,3,-1.3323069592445447,-0.32336092835090535,2.213905041920898,142,9866.769304075546
15,1080,4,-1.5296438465354556,-0.43782875954264866,2.2941061772883584,76,9847.035615346455
15,1080,5,-0.7818082462700882,-0.27660854217383274,1.4703844122110148,34,9921.819175372992
15,1080,6,-0.5783029867331035,-0.2565210378984878,1.2265764246832622,18,9942.16970132669
15,1140,1,-4.99633483279438,-0.9627683249105818,5.555453428017817,477,9500.366516720562
15,1140,2,-3.3780977107793264,-0.707936299010839,4.327392657069812,231,9662.190228922067
15,1140,3,-1.2290482031591665,-0.29202520633469764,2.352829238545644,140,9877.095179684084
15,1140,4,-1.5867922174666815,-0.45821840923423507,2.3885468222369575,66,9841.320778253332
15,1140,5,-0.6786031939431614,-0.23822439979676344,1.2464935683827763,36,9932.139680605684
15,1140,6,-1.0041494351170521,-0.41934222443715313,1.2630873078905824,16,9899.585056488295
15,1200,1,-4.585194167652295,-0.8842676075772359,5.2873607227805195,455,9541.48058323477
15,1200,2,-2.824571040226642,-0.5930810137169228,3.7535456991953797,215,9717.542895977336
15,1200,3,-1.6967168937499277,-0.40872521550225566,2.5876703906426126,124,9830.328310625007
15,1200,4,-2.2036881678034637,-0.6567827441827573,2.7940530988822636,52,9779.631183219653
15,1200,5,-1.1043474783762441,-0.394048085811135,1.4461902902432349,30,9889.565252162376
15,1200,6,-0.9363051291231606,-0.39158241912061953,1.200140553950332,16,9906.369487087684
15,1260,1,-4.226344671371097,-0.8156045463959803,5.073931081846673,435,9577.36553286289
15,1260,2,-2.539359782052797,-0.5318910146023094,3.385859501654808,205,9746.06402179472
15,1260,3,-1.8835929760400383,-0.4648822030425081,2.6659857028640466,104,9811.640702395996
15,1260,4,-2.2798648658501897,-0.6778909766043112,2.817190927352313,50,9772.01351341498
15,1260,5,-0.9032848047733966,-0.3304533561155371,1.2564803537496534,28,9909.67151952266
15,1260,6,-0.9147720236974632,-0.3822874979546272,1.1798450073439926,16,9908.522797630254
15,1320,1,-3.8177102970286647,-0.7391532840727115,4.535456116502105,399,9618.228970297134
15,1320,2,-2.2655801498246197,-0.4786238992939042,3.343881787062165,191,9773.441985017538
15,1320,3,-1.7546430652384482,-0.4347115301127398,2.5121267232416304,96,9824.535693476155
15,1320,4,-1.8375166357273875,-0.5593036842648091,2.4209763862123723,46,9816.248336427261
15,1320,5,-0.6791735104181296,-0.2566669886255712,1.2393240231363878,26,9932.082648958187
15,1320,6,-0.8220450219173281,-0.3471646024557589,1.1754014299814664,14,9917.795497808267
15,1380,1,-4.054274230481147,-0.7827819038142517,4.7366739235641,375,9594.572576951885
15,1380,2,-2.9174015456293056,-0.620495006089909,3.833298839499229,175,9708.259845437069
15,1380,3,-2.0304638226631866,-0.4899853851480772,2.756778962869194,96,9796.953617733681
15,1380,4,-2.466197887240451,-0.7277157625160621,2.937603707943585,40,9753.380211275955
15,1380,5,-0.45305590462195733,-0.1659423325039578,1.249997135010843,30,9954.694409537804
15,1380,6,-1.0550334694099495,-0.46305381792921074,1.285542154564191,12,9894.496653059005
15,1440,1,-3.460997807888433,-0.6699536137546214,4.21416096853027,357,9653.900219211157
15,1440,2,-3.362291650434146,-0.7187679976396607,4.148217184798164,153,9663.770834956586
15,1440,3,-2.4615861391503513,-0.5924800529119247,3.101932443364058,88,9753.841386084965
15,1440,4,-2.5623780098022353,-0.7424674292766795,3.114489733864543,42,9743.762199019777
15,1440,5,-0.4472172929179785,-0.16928110650420058,1.1754014299814664,26,9955.278270708202
15,1440,6,-0.9907328098646917,-0.43393608767950653,1.2331909677849398,12,9900.92671901353
30,60,1,-39.85903094904491,-7.704125563818523,39.86731436160871,5539,6014.096905095509
30,60,2,-25.269113763981643,-5.4922076544514615,25.29370923733473,3172,7473.088623601836
30,60,3,-12.489967704371951,-3.4503141013404317,12.530418749899303,1406,8751.003229562804
30,60,4,-6.0531124602618895,-2.3170677744756887,6.068896401364621,446,9394.68875397381
30,60,5,-2.4804744439996473,-1.3014770545117245,2.5626877197212594,160,9751.952555600035
30,60,6,-1.9347515558453376,-1.211242904753067,2.0174249001123647,78,9806.524844415466
30,120,1,-25.38531940466794,-4.885570197060991,25.426995723428895,3380,7461.4680595332065
30,120,2,-13.202744506389886,-2.883359785411245,13.234426507042771,1810,8679.725549361012
30,120,3,-7.613070784314235,-2.059466257289977,7.793190230979466,768,9238.692921568576
30,120,4,-3.1226507381235002,-1.1105609225575424,3.261111603629632,262,9687.73492618765
30,120,5,-2.2236978053333245,-1.0207477044487092,2.3284211704549094,86,9777.630219466668
30,120,6,-0.6519512219574031,-0.4281634930267247,0.7583580071678809,42,9934.80487780426
30,180,1,-17.109887793452707,-3.308148893811678,17.175678741983624,2549,8289.01122065473
30,180,2,-8.532833039395605,-1.866517428007259,8.585525627103172,1279,9146.716696060439
30,180,3,-4.121127944739311,-1.1154132437224327,4.270368427733564,545,9587.887205526069
30,180,4,-2.027585308200175,-0.7228359308932931,2.123931318203406,209,9797.241469179982
30,180,5,-1.0462311740854657,-0.5098812374939612,1.173218038447363,76,9895.376882591454
30,180,6,-0.3012526856327691,-0.21655132567476756,0.4824824107259094,38,9969.874731436723
30,240,1,-13.479023894941344,-2.6137494889840918,13.543496837018434,2047,8652.097610505865
30,240,2,-5.853019378004031,-1.2796248110568045,6.029808789536449,1003,9414.698062199597
30,240,3,-2.989425170384219,-0.7910995289265045,3.2060899952383073,434,9701.057482961578
30,240,4,-2.0738297444558684,-0.6815512964442083,2.2575911576657384,188,9792.617025554413
30,240,5,-0.414269339417328,-0.19560807470485916,0.866366554699777,70,9958.573066058267
30,240,6,-0.15289996363553326,-0.10344194708520142,0.5257652473198797,28,9984.710003636446
30,300,1,-11.35396912150669,-2.199406242234252,11.419488445369145,1755,8864.603087849331
30,300,2,-3.9425114318107246,-0.8645159657784296,4.271502003425213,839,9605.748856818927
30,300,3,-2.1653431055003836,-0.5774407240849593,2.4514097162455046,383,9783.465689449962
30,300,4,-1.968237365403458,-0.644870697404013,2.2145520527205953,170,9803.176263459654
30,300,5,-0.122072328710221,-0.06238581941903041,0.7980497220134303,66,9987.792767128978
30,300,6,-0.2756798860591103,-0.1719915887680971,0.546556633018531,30,9972.432011394088
30,360,1,-7.859440228503645,-1.535989108309836,7.940872789750841,1475,9214.055977149636
30,360,2,-2.2907661497612253,-0.4998776876288161,2.7327243193367377,708,9770.923385023878
30,360,3,-0.643612214181577,-0.17454103549147573,1.6939908227760991,342,9935.638778581842
30,360,4,-1.4975741999376235,-0.5051773860524289,1.675714138340716,138,9850.242580006237
30,360,5,0.529671287281297,0.2580100209605304,0.6866007062437081,68,10052.967128728129
30,360,6,0.042862198282933583,0.025526019325802497,0.5465566330185222,32,10004.286219828293
30,420,1,-6.725362939016321,-1.3129513680380103,6.869320618015334,1274,9327.463706098368
30,420,2,-2.047123120365235,-0.44094023917973885,2.7144967359365437,636,9795.287687963477
30,420,3,-1.2380496940948116,-0.32342979926224696,1.60358503873206,296,9876.19503059052
30,420,4,-1.2509840115614512,-0.4019549062284453,1.5161838371874927,128,9874.901598843855
30,420,5,-0.8337542490874372,-0.32616562717161685,1.144441349179991,66,9916.624575091257
30,420,6,0.17399876539183623,0.1046553669425171,0.5465566330185222,26,10017.399876539184
30,480,1,-5.939431989863609,-1.1495681372676174,6.152151565929862,1122,9406.05680101364
30,480,2,-2.4289264576739855,-0.5224345968883439,3.0394936562069654,550,9757.107354232601
30,480,3,-1.038123584825279,-0.2662403418982172,1.651945782365373,276,9896.187641517472
30,480,4,-1.6674591886631784,-0.5062242154405806,1.8333520568303354,126,9833.254081133682
30,480,5,-0.9114524548790914,-0.3502284530600439,1.1738561816758257,62,9908.854754512091
30,480,6,0.15953294551787067,0.09742889612984777,0.5495619994838514,22,10015.953294551788
30,540,1,-5.5643984840476275,-1.0752273701933506,5.8144154206934795,1019,9443.560151595237
30,540,2,-1.4803689536477371,-0.317577545168449,2.1405971331844276,499,9851.963104635226
30,540,3,-0.9886660818631432,-0.25225997373877695,1.7340943573741208,248,9901.133391813686
30,540,4,-1.0538924210870881,-0.31701216366426976,1.379062803661398,122,9894.61075789129
30,540,5,-0.39834003643487437,-0.16206727641167104,1.0309252303456409,52,9960.165996356513
30,540,6,0.155597615333658,0.08859185164465962,0.5543729341168903,24,10015.559761533366
30,600,1,-5.677816573737749,-1.0939968819984103,5.85839202768862,895,9432.218342626225
30,600,2,-1.6959814452018884,-0.36107231004025087,2.545236044598191,445,9830.401855479811
30,600,3,-0.475455763006416,-0.11960294007042237,1.4760182763399516,236,9952.454423699359
30,600,4,-0.9162337355128503,-0.2720892406846837,1.4835591334217786,116,9908.376626448715
30,600,5,-0.5264645648796029,-0.21170088053335476,1.086911702362406,50,9947.35354351204
30,600,6,0.2394117595964529,0.13302042174127407,0.5844412755734103,24,10023.941175959646
30,660,1,-4.9302569688979725,-0.9479882082095565,5.210084486464925,837,9506.974303110203
30,660,2,-1.202530479573083,-0.2571186701078351,2.206186652763941,413,9879.746952042691
30,660,3,0.09386007182943246,0.02398674423127503,1.3971622217687616,222,10009.386007182944
30,660,4,-0.9350664016250398,-0.2744255402545277,1.33866556977942,114,9906.493359837496
30,660,5,-0.7411443568607345,-0.2892110668656955,1.0180420897757136,50,9925.885564313927
30,660,6,-0.0022428681716868404,-0.001166582793665747,0.5827930080250917,26,9999.775713182831
30,720,1,-4.5947309138007935,-0.8801499133694618,4.969861930984439,767,9540.52690861992
30,720,2,-2.040066736160173,-0.43235101639887585,2.9689490600958965,383,9795.993326383983
30,720,3,-0.5842004823292113,-0.14456904674061213,1.8461521309813034,208,9941.579951767078
30,720,4,-1.7117155280576113,-0.490609075956958,2.0060675964621426,106,9828.828447194239
30,720,5,-0.9643108854644589,-0.3562225331109176,1.4701594320036993,48,9903.568911453554
30,720,6,-0.3924647055462249,-0.1694227529119068,0.9285871997867434,28,9960.753529445377
30,780,1,-4.283094347437377,-0.8201591668798711,4.75631333361164,727,9571.690565256262
30,780,2,-1.7862538272159334,-0.37792358231859596,2.9350770907091235,359,9821.374617278407
30,780,3,-0.6092234476195668,-0.1491397115902619,1.965135968407445,200,9939.077655238043
30,780,4,-1.8413035549092127,-0.520728741911162,2.274026275603422,98,9815.869644509079
30,780,5,-0.9950917624266364,-0.3404723726466725,1.6982275686182724,46,9900.490823757336
30,780,6,-0.6917104432185961,-0.28242687981162645,1.3712539223601925,26,9930.82895567814
30,840,1,-4.630699871320831,-0.8833214999408127,5.2122112002510335,681,9536.930012867917
30,840,2,-2.2837303290327515,-0.4782931591248338,3.435735670618821,329,9771.626967096725
30,840,3,-0.8352995186682199,-0.1995358319991896,2.2529613339740457,196,9916.470048133178
30,840,4,-2.8134703164103714,-0.781121996917076,3.2614583512686472,88,9718.652968358963
30,840,5,-2.0400179342926483,-0.6415739508430243,2.526195647079758,48,9795.998206570735
30,840,6,-0.7464973294172839,-0.30386816349824275,1.3405957888532611,24,9925.350267058271
30,900,1,-4.658523151620686,-0.8869100422033573,5.498270455987094,631,9534.147684837932
30,900,2,-2.1457843603195914,-0.4464396757164835,3.596200915960955,309,9785.42156396804
30,900,3,-0.7314460847295035,-0.17517357751680934,2.323223738094669,178,9926.85539152705
30,900,4,-3.0041807846223123,-0.818903998887022,3.4452262197868886,86,9699.581921537769
30,900,5,-0.7743443877288647,-0.25966226988898206,1.6011934027996004,46,9922.565561227113
30,900,6,-0.9809228047933938,-0.40484696083104216,1.262026542748972,20,9901.907719520661
30,960,1,-4.075749105591586,-0.777677660326353,4.927475327808351,591,9592.425089440841
30,960,2,-2.424098386782547,-0.5028033690958961,4.007470955570801,287,9757.590161321745
30,960,3,-0.9095843976614337,-0.21844451199960263,2.3490086652563638,164,9909.041560233856
30,960,4,-1.6209914629951472,-0.45548825180241814,2.3081813183065547,84,9837.900853700485
30,960,5,-0.22720368474338226,-0.0765783188506136,1.3529658914693692,44,9977.279631525662
30,960,6,-0.5334126878647094,-0.23424354269903186,1.242426797393491,20,9946.658731213529
30,1020,1,-3.6831884067389686,-0.7029278089929438,4.62854682316148,541,9631.681159326103
30,1020,2,-2.602011074048083,-0.5400421636507866,3.9356106713163337,261,9739.798892595192
30,1020,3,-1.0197424766385632,-0.24461359015764925,2.222188833886458,150,9898.025752336143
30,1020,4,-1.4103332017416648,-0.40289515327727393,2.2149680870663033,78,9858.966679825833
30,1020,5,0.0035052576522920376,0.0011873097797404388,1.3848067783913225,42,10000.350525765229
30,1020,6,-0.5838135084410556,-0.27020059264455476,1.242426797393491,16,9941.618649155895
30,1080,1,-3.3296459700348335,-0.640371980186264,4.093440435177466,511,9667.035402996516
30,1080,2,-2.3949737694610507,-0.5017295834117494,3.5083678645104284,247,9760.502623053895
30,1080,3,-0.7064340873627617,-0.17139917651077408,1.905258057247294,142,9929.356591263724
30,1080,4,-0.9553992672262202,-0.27465224324431203,2.023844904894095,76,9904.460073277378
30,1080,5,-0.4467278584494472,-0.15978833900188485,1.32312500421103,34,9955.327214155055
30,1080,6,-0.3148765822880706,-0.1437940477035952,1.2229193511482481,18,9968.512341771193
30,1140,1,-2.9370628558818446,-0.5665657763847866,3.8591534397983254,477,9706.293714411815
30,1140,2,-2.470219887149072,-0.5176464966848451,3.5314226438413012,231,9752.978011285093
30,1140,3,-0.5534369828063768,-0.13148300578799724,1.94102148486958,140,9944.656301719362
30,1140,4,-0.9296068978271954,-0.2697958096610608,1.9874139139272593,66,9907.03931021728
30,1140,5,-0.18614581178119094,-0.06665715349480132,1.2222302033607773,36,9981.385418821881
30,1140,6,-0.6754590596785737,-0.2896386287086569,1.2014614972521702,16,9932.454094032142
30,1200,1,-2.693090812948795,-0.5200036712690104,3.7841543156331903,455,9730.69091870512
30,1200,2,-1.9933388061694535,-0.41854452093314815,3.0734367430021137,215,9800.666119383055
30,1200,3,-1.1055155627198499,-0.2663655997901989,2.1275016310484505,124,9889.448443728015
30,1200,4,-1.8011001182218211,-0.5408411883242433,2.5266785737951207,52,9819.889988177818
30,1200,5,-0.6450332649636903,-0.23477586902065212,1.2708580473497195,30,9935.49667350363
30,1200,6,-0.5963849656165587,-0.25637244526814545,1.1413135032368156,16,9940.361503438344
30,1260,1,-2.331550963629836,-0.4505753647032945,3.5374266915226125,435,9766.844903637017
30,1260,2,-1.6879088160150268,-0.3535624691435312,2.686843597417474,205,9831.209118398498
30,1260,3,-1.3011691708074036,-0.3213842339365805,2.159529649979248,104,9869.88308291926
30,1260,4,-1.8113465577724308,-0.5430666898247783,2.5301068752205813,50,9818.865344222757
30,1260,5,-0.3987952351643287,-0.14923706481818527,1.2174808725374218,28,9960.120476483567
30,1260,6,-0.5628211245261472,-0.2417669616551957,1.1413135032368156,16,9943.717887547386
30,1320,1,-2.159808739942104,-0.41857570680745687,3.2634690325259936,399,9784.019126005789
30,1320,2,-1.6339713942513878,-0.34507321977010336,2.8440206841324893,191,9836.602860574862
30,1320,3,-1.246580525384,-0.3091044707276694,2.094519494030462,96,9875.3419474616
30,1320,4,-1.486372379926948,-0.45573476716513334,2.290060096930252,46,9851.362762007306
30,1320,5,-0.37276879766769966,-0.1438145204421869,1.2174603459860416,26,9962.72312023323
30,1320,6,-0.5692609671401283,-0.24690867856197318,1.1413135032368156,14,9943.073903285987
30,1380,1,-2.4668100285988093,-0.4765888294923293,3.7345639041714604,375,9753.318997140119
30,1380,2,-2.243746874161101,-0.4769604126322469,3.312318249596178,175,9775.62531258389
30,1380,3,-1.5222755273915034,-0.367357471260582,2.335203512857639,96,9847.77244726085
30,1380,4,-2.2043357278461517,-0.6520496714608303,2.8225697193328436,40,9779.566427215384
30,1380,5,-0.09963341289358496,-0.03722072088781278,1.2305084617466246,30,9990.036658710642
30,1380,6,-0.9287478876897293,-0.4144541715752104,1.1607316090651874,12,9907.125211231027
30,1440,1,-2.011422487610892,-0.3894007306963362,3.5862806455445755,357,9798.857751238911
30,1440,2,-2.7713770957303097,-0.5920550427621398,3.627917495052211,153,9722.862290426969
30,1440,3,-1.9361070007241188,-0.46592154688968,2.64261590345122,88,9806.389299927589
30,1440,4,-2.2168260680687335,-0.6484391566028709,2.8769321459724853,42,9778.317393193127
30,1440,5,-0.1263064936639413,-0.04881794529708497,1.1413135032368156,26,9987.369350633606
30,1440,6,-0.8093218195922569,-0.3609875975828346,1.094719376713315,12,9919.067818040774
45,60,1,-30.442357195011958,-5.915774313724379,30.45776423478563,5539,6955.764280498804
45,60,2,-17.71928820620169,-3.913544132349721,17.746376911748555,3172,8228.071179379831
45,60,3,-7.997319211735321,-2.2504727019600725,8.078200767566424,1406,9200.268078826468
45,60,4,-4.221147379205615,-1.659685628390721,4.24531326343421,446,9577.885262079439
45,60,5,-1.3374876557244675,-0.7221974705919539,1.5720354519258966,160,9866.251234427553
45,60,6,-1.372677795281274,-0.8808543873990147,1.464125269384554,78,9862.732220471873
45,120,1,-17.615196089442232,-3.4289671765555885,17.665683351378565,3380,8238.480391055777
45,120,2,-7.9143398151307665,-1.7464001522984027,7.955183838771577,1810,9208.566018486923
45,120,3,-4.627514625733021,-1.2665089780213503,4.902521560351436,768,9537.248537426698
45,120,4,-1.6959896168255328,-0.6131152847813348,1.8470502069821026,262,9830.401038317446
45,120,5,-1.5805388060295078,-0.7375030194391504,1.690695741759378,86,9841.94611939705
45,120,6,-0.19113883194439296,-0.12939072449552555,0.45877588081385545,42,9980.886116805561
45,180,1,-10.699768075982007,-2.0841016651284883,10.781432422751482,2549,8930.023192401799
45,180,2,-4.646904901246229,-1.0217358449111336,4.819588974413783,1279,9535.309509875377
45,180,3,-1.9898050732056305,-0.5422536499757938,2.356504119522619,545,9801.019492679437
45,180,4,-0.9596134026135239,-0.34478278302392373,1.2442043624907995,209,9904.038659738648
45,180,5,-0.44982829281203784,-0.22268399250344187,0.6305028009585844,76,9955.017170718796
45,180,6,-0.04533771615531368,-0.0331938477716142,0.46091307631003636,38,9995.466228384468
45,240,1,-7.864740591169084,-1.5315326847320945,7.950087873238361,2047,9213.525940883092
45,240,2,-2.9161368785726838,-0.6379619778171991,3.812297974873609,1003,9708.386312142731
45,240,3,-1.21351314613668,-0.32072257829703343,2.015365910288359,434,9878.648685386332
45,240,4,-0.8589178817800303,-0.2817834152980239,1.323683423969712,188,9914.108211821997
45,240,5,0.09666140182185146,0.04533630282721426,0.7997784586827137,70,10009.666140182186
45,240,6,0.12742875240654428,0.08766509056825289,0.5184761403968114,28,10012.742875240654
45,300,1,-6.275226952958423,-1.2219622260951584,6.524154317994457,1755,9372.477304704158
